sense	number	antisense	bp	
Adenovirus:Type_4_Strain_RI-67:27:+	27	Adenovirus:Type_4_Strain_RI-67:744:-	1400	
Adenovirus:Type_4_Strain_RI-67:28:+	28	Adenovirus:Type_4_Strain_RI-67:745:-	1450	
Adenovirus:Type_4_Strain_RI-67:29:+	29	Adenovirus:Type_4_Strain_RI-67:746:-	1500	
Adenovirus:Type_4_Strain_RI-67:30:+	30	Adenovirus:Type_4_Strain_RI-67:747:-	1550	
Adenovirus:Type_4_Strain_RI-67:31:+	31	Adenovirus:Type_4_Strain_RI-67:748:-	1600	
Adenovirus:Type_4_Strain_RI-67:32:+	32	Adenovirus:Type_4_Strain_RI-67:749:-	1650	
Adenovirus:Type_4_Strain_RI-67:33:+	33	Adenovirus:Type_4_Strain_RI-67:750:-	1700	
Adenovirus:Type_4_Strain_RI-67:34:+	34	Adenovirus:Type_4_Strain_RI-67:751:-	1750	
Adenovirus:Type_4_Strain_RI-67:35:+	35	Adenovirus:Type_4_Strain_RI-67:752:-	1800	
Adenovirus:Type_4_Strain_RI-67:36:+	36	Adenovirus:Type_4_Strain_RI-67:753:-	1850	
Adenovirus:Type_4_Strain_RI-67:37:+	37	Adenovirus:Type_4_Strain_RI-67:754:-	1900	
Adenovirus:Type_4_Strain_RI-67:38:+	38	Adenovirus:Type_4_Strain_RI-67:755:-	1950	
Adenovirus:Type_4_Strain_RI-67:39:+	39	Adenovirus:Type_4_Strain_RI-67:756:-	2000	
Adenovirus:Type_4_Strain_RI-67:40:+	40	Adenovirus:Type_4_Strain_RI-67:757:-	2050	
Adenovirus:Type_4_Strain_RI-67:41:+	41	Adenovirus:Type_4_Strain_RI-67:758:-	2100	
Adenovirus:Type_4_Strain_RI-67:42:+	42	Adenovirus:Type_4_Strain_RI-67:759:-	2150	
Adenovirus:Type_4_Strain_RI-67:43:+	43	Adenovirus:Type_4_Strain_RI-67:760:-	2200	
Adenovirus:Type_4_Strain_RI-67:44:+	44	Adenovirus:Type_4_Strain_RI-67:761:-	2250	
Adenovirus:Type_4_Strain_RI-67:45:+	45	Adenovirus:Type_4_Strain_RI-67:762:-	2300	
Adenovirus:Type_4_Strain_RI-67:46:+	46	Adenovirus:Type_4_Strain_RI-67:763:-	2350	
Adenovirus:Type_4_Strain_RI-67:47:+	47	Adenovirus:Type_4_Strain_RI-67:764:-	2400	
Adenovirus:Type_4_Strain_RI-67:48:+	48	Adenovirus:Type_4_Strain_RI-67:765:-	2450	
Adenovirus:Type_4_Strain_RI-67:49:+	49	Adenovirus:Type_4_Strain_RI-67:766:-	2500	
Adenovirus:Type_4_Strain_RI-67:50:+	50	Adenovirus:Type_4_Strain_RI-67:767:-	2550	
Adenovirus:Type_4_Strain_RI-67:51:+	51	Adenovirus:Type_4_Strain_RI-67:768:-	2600	
Adenovirus:Type_4_Strain_RI-67:52:+	52	Adenovirus:Type_4_Strain_RI-67:769:-	2650	
Adenovirus:Type_4_Strain_RI-67:53:+	53	Adenovirus:Type_4_Strain_RI-67:770:-	2700	
Adenovirus:Type_4_Strain_RI-67:54:+	54	Adenovirus:Type_4_Strain_RI-67:771:-	2750	
Adenovirus:Type_4_Strain_RI-67:55:+	55	Adenovirus:Type_4_Strain_RI-67:772:-	2800	
Adenovirus:Type_4_Strain_RI-67:56:+	56	Adenovirus:Type_4_Strain_RI-67:773:-	2850	
Adenovirus:Type_4_Strain_RI-67:57:+	57	Adenovirus:Type_4_Strain_RI-67:774:-	2900	
Adenovirus:Type_4_Strain_RI-67:58:+	58	Adenovirus:Type_4_Strain_RI-67:775:-	2950	
Adenovirus:Type_4_Strain_RI-67:59:+	59	Adenovirus:Type_4_Strain_RI-67:776:-	3000	
Adenovirus:Type_4_Strain_RI-67:60:+	60	Adenovirus:Type_4_Strain_RI-67:777:-	3050	
Adenovirus:Type_4_Strain_RI-67:61:+	61	Adenovirus:Type_4_Strain_RI-67:778:-	3100	
Adenovirus:Type_4_Strain_RI-67:62:+	62	Adenovirus:Type_4_Strain_RI-67:779:-	3150	
Adenovirus:Type_4_Strain_RI-67:63:+	63	Adenovirus:Type_4_Strain_RI-67:780:-	3200	
Adenovirus:Type_4_Strain_RI-67:64:+	64	Adenovirus:Type_4_Strain_RI-67:781:-	3250	
Adenovirus:Type_4_Strain_RI-67:65:+	65	Adenovirus:Type_4_Strain_RI-67:782:-	3300	
Adenovirus:Type_4_Strain_RI-67:66:+	66	Adenovirus:Type_4_Strain_RI-67:783:-	3350	
Adenovirus:Type_4_Strain_RI-67:67:+	67	Adenovirus:Type_4_Strain_RI-67:784:-	3400	
Adenovirus:Type_4_Strain_RI-67:68:+	68	Adenovirus:Type_4_Strain_RI-67:785:-	3450	
Adenovirus:Type_4_Strain_RI-67:69:+	69	Adenovirus:Type_4_Strain_RI-67:786:-	3500	
Adenovirus:Type_4_Strain_RI-67:70:+	70	Adenovirus:Type_4_Strain_RI-67:787:-	3550	
Adenovirus:Type_4_Strain_RI-67:71:+	71	Adenovirus:Type_4_Strain_RI-67:788:-	3600	
Adenovirus:Type_4_Strain_RI-67:72:+	72	Adenovirus:Type_4_Strain_RI-67:789:-	3650	
Adenovirus:Type_4_Strain_RI-67:73:+	73	Adenovirus:Type_4_Strain_RI-67:790:-	3700	
Adenovirus:Type_4_Strain_RI-67:74:+	74	Adenovirus:Type_4_Strain_RI-67:791:-	3750	
Adenovirus:Type_4_Strain_RI-67:75:+	75	Adenovirus:Type_4_Strain_RI-67:792:-	3800	
Adenovirus:Type_4_Strain_RI-67:76:+	76	Adenovirus:Type_4_Strain_RI-67:793:-	3850	
Adenovirus:Type_4_Strain_RI-67:77:+	77	Adenovirus:Type_4_Strain_RI-67:794:-	3900	
Adenovirus:Type_4_Strain_RI-67:78:+	78	Adenovirus:Type_4_Strain_RI-67:795:-	3950	
Adenovirus:Type_4_Strain_RI-67:79:+	79	Adenovirus:Type_4_Strain_RI-67:796:-	4000	
Adenovirus:Type_4_Strain_RI-67:80:+	80	Adenovirus:Type_4_Strain_RI-67:797:-	4050	
Adenovirus:Type_4_Strain_RI-67:81:+	81	Adenovirus:Type_4_Strain_RI-67:798:-	4100	
Adenovirus:Type_4_Strain_RI-67:82:+	82	Adenovirus:Type_4_Strain_RI-67:799:-	4150	
Adenovirus:Type_4_Strain_RI-67:83:+	83	Adenovirus:Type_4_Strain_RI-67:800:-	4200	
Adenovirus:Type_4_Strain_RI-67:84:+	84	Adenovirus:Type_4_Strain_RI-67:801:-	4250	
Adenovirus:Type_4_Strain_RI-67:85:+	85	Adenovirus:Type_4_Strain_RI-67:802:-	4300	
Adenovirus:Type_4_Strain_RI-67:86:+	86	Adenovirus:Type_4_Strain_RI-67:803:-	4350	
Adenovirus:Type_4_Strain_RI-67:87:+	87	Adenovirus:Type_4_Strain_RI-67:804:-	4400	
Adenovirus:Type_4_Strain_RI-67:88:+	88	Adenovirus:Type_4_Strain_RI-67:805:-	4450	
Adenovirus:Type_4_Strain_RI-67:89:+	89	Adenovirus:Type_4_Strain_RI-67:806:-	4500	
Adenovirus:Type_4_Strain_RI-67:90:+	90	Adenovirus:Type_4_Strain_RI-67:807:-	4550	
Adenovirus:Type_4_Strain_RI-67:91:+	91	Adenovirus:Type_4_Strain_RI-67:808:-	4600	
Adenovirus:Type_4_Strain_RI-67:92:+	92	Adenovirus:Type_4_Strain_RI-67:809:-	4650	
Adenovirus:Type_4_Strain_RI-67:93:+	93	Adenovirus:Type_4_Strain_RI-67:810:-	4700	
Adenovirus:Type_4_Strain_RI-67:94:+	94	Adenovirus:Type_4_Strain_RI-67:811:-	4750	
Adenovirus:Type_4_Strain_RI-67:95:+	95	Adenovirus:Type_4_Strain_RI-67:812:-	4800	
Adenovirus:Type_4_Strain_RI-67:96:+	96	Adenovirus:Type_4_Strain_RI-67:813:-	4850	
Adenovirus:Type_4_Strain_RI-67:97:+	97	Adenovirus:Type_4_Strain_RI-67:814:-	4900	
Adenovirus:Type_4_Strain_RI-67:98:+	98	Adenovirus:Type_4_Strain_RI-67:815:-	4950	
Adenovirus:Type_4_Strain_RI-67:99:+	99	Adenovirus:Type_4_Strain_RI-67:816:-	5000	
Adenovirus:Type_4_Strain_RI-67:100:+	100	Adenovirus:Type_4_Strain_RI-67:817:-	5050	
Adenovirus:Type_4_Strain_RI-67:101:+	101	Adenovirus:Type_4_Strain_RI-67:818:-	5100	
Adenovirus:Type_4_Strain_RI-67:102:+	102	Adenovirus:Type_4_Strain_RI-67:819:-	5150	
Adenovirus:Type_4_Strain_RI-67:103:+	103	Adenovirus:Type_4_Strain_RI-67:820:-	5200	
Adenovirus:Type_4_Strain_RI-67:104:+	104	Adenovirus:Type_4_Strain_RI-67:821:-	5250	
Adenovirus:Type_4_Strain_RI-67:105:+	105	Adenovirus:Type_4_Strain_RI-67:822:-	5300	
Adenovirus:Type_4_Strain_RI-67:106:+	106	Adenovirus:Type_4_Strain_RI-67:823:-	5350	
Adenovirus:Type_4_Strain_RI-67:107:+	107	Adenovirus:Type_4_Strain_RI-67:824:-	5400	
Adenovirus:Type_4_Strain_RI-67:108:+	108	Adenovirus:Type_4_Strain_RI-67:825:-	5450	
Adenovirus:Type_4_Strain_RI-67:109:+	109	Adenovirus:Type_4_Strain_RI-67:826:-	5500	
Adenovirus:Type_4_Strain_RI-67:110:+	110	Adenovirus:Type_4_Strain_RI-67:827:-	5550	
Adenovirus:Type_4_Strain_RI-67:111:+	111	Adenovirus:Type_4_Strain_RI-67:828:-	5600	
Adenovirus:Type_4_Strain_RI-67:112:+	112	Adenovirus:Type_4_Strain_RI-67:829:-	5650	
Adenovirus:Type_4_Strain_RI-67:113:+	113	Adenovirus:Type_4_Strain_RI-67:830:-	5700	
Adenovirus:Type_4_Strain_RI-67:114:+	114	Adenovirus:Type_4_Strain_RI-67:831:-	5750	
Adenovirus:Type_4_Strain_RI-67:115:+	115	Adenovirus:Type_4_Strain_RI-67:832:-	5800	
Adenovirus:Type_4_Strain_RI-67:116:+	116	Adenovirus:Type_4_Strain_RI-67:833:-	5850	
Adenovirus:Type_4_Strain_RI-67:117:+	117	Adenovirus:Type_4_Strain_RI-67:834:-	5900	
Adenovirus:Type_4_Strain_RI-67:118:+	118	Adenovirus:Type_4_Strain_RI-67:835:-	5950	
Adenovirus:Type_4_Strain_RI-67:119:+	119	Adenovirus:Type_4_Strain_RI-67:836:-	6000	
Adenovirus:Type_4_Strain_RI-67:120:+	120	Adenovirus:Type_4_Strain_RI-67:837:-	6050	
Adenovirus:Type_4_Strain_RI-67:121:+	121	Adenovirus:Type_4_Strain_RI-67:838:-	6100	
Adenovirus:Type_4_Strain_RI-67:122:+	122	Adenovirus:Type_4_Strain_RI-67:839:-	6150	
Adenovirus:Type_4_Strain_RI-67:123:+	123	Adenovirus:Type_4_Strain_RI-67:840:-	6200	
Adenovirus:Type_4_Strain_RI-67:124:+	124	Adenovirus:Type_4_Strain_RI-67:841:-	6250	
Adenovirus:Type_4_Strain_RI-67:125:+	125	Adenovirus:Type_4_Strain_RI-67:842:-	6300	
Adenovirus:Type_4_Strain_RI-67:126:+	126	Adenovirus:Type_4_Strain_RI-67:843:-	6350	
Adenovirus:Type_4_Strain_RI-67:127:+	127	Adenovirus:Type_4_Strain_RI-67:844:-	6400	
Adenovirus:Type_4_Strain_RI-67:128:+	128	Adenovirus:Type_4_Strain_RI-67:845:-	6450	
Adenovirus:Type_4_Strain_RI-67:129:+	129	Adenovirus:Type_4_Strain_RI-67:846:-	6500	
Adenovirus:Type_4_Strain_RI-67:130:+	130	Adenovirus:Type_4_Strain_RI-67:847:-	6550	
Adenovirus:Type_4_Strain_RI-67:131:+	131	Adenovirus:Type_4_Strain_RI-67:848:-	6600	
Adenovirus:Type_4_Strain_RI-67:132:+	132	Adenovirus:Type_4_Strain_RI-67:849:-	6650	
Adenovirus:Type_4_Strain_RI-67:133:+	133	Adenovirus:Type_4_Strain_RI-67:850:-	6700	
Adenovirus:Type_4_Strain_RI-67:134:+	134	Adenovirus:Type_4_Strain_RI-67:851:-	6750	
Adenovirus:Type_4_Strain_RI-67:135:+	135	Adenovirus:Type_4_Strain_RI-67:852:-	6800	
Adenovirus:Type_4_Strain_RI-67:136:+	136	Adenovirus:Type_4_Strain_RI-67:853:-	6850	
Adenovirus:Type_4_Strain_RI-67:137:+	137	Adenovirus:Type_4_Strain_RI-67:854:-	6900	
Adenovirus:Type_4_Strain_RI-67:138:+	138	Adenovirus:Type_4_Strain_RI-67:855:-	6950	
Adenovirus:Type_4_Strain_RI-67:139:+	139	Adenovirus:Type_4_Strain_RI-67:856:-	7000	
Adenovirus:Type_4_Strain_RI-67:140:+	140	Adenovirus:Type_4_Strain_RI-67:857:-	7050	
Adenovirus:Type_4_Strain_RI-67:141:+	141	Adenovirus:Type_4_Strain_RI-67:858:-	7100	
Adenovirus:Type_4_Strain_RI-67:142:+	142	Adenovirus:Type_4_Strain_RI-67:859:-	7150	
Adenovirus:Type_4_Strain_RI-67:143:+	143	Adenovirus:Type_4_Strain_RI-67:860:-	7200	
Adenovirus:Type_4_Strain_RI-67:144:+	144	Adenovirus:Type_4_Strain_RI-67:861:-	7250	
Adenovirus:Type_4_Strain_RI-67:145:+	145	Adenovirus:Type_4_Strain_RI-67:862:-	7300	
Adenovirus:Type_4_Strain_RI-67:146:+	146	Adenovirus:Type_4_Strain_RI-67:863:-	7350	
Adenovirus:Type_4_Strain_RI-67:147:+	147	Adenovirus:Type_4_Strain_RI-67:864:-	7400	
Adenovirus:Type_4_Strain_RI-67:148:+	148	Adenovirus:Type_4_Strain_RI-67:865:-	7450	
Adenovirus:Type_4_Strain_RI-67:149:+	149	Adenovirus:Type_4_Strain_RI-67:866:-	7500	
Adenovirus:Type_4_Strain_RI-67:150:+	150	Adenovirus:Type_4_Strain_RI-67:867:-	7550	
Adenovirus:Type_4_Strain_RI-67:151:+	151	Adenovirus:Type_4_Strain_RI-67:868:-	7600	
Adenovirus:Type_4_Strain_RI-67:152:+	152	Adenovirus:Type_4_Strain_RI-67:869:-	7650	
Adenovirus:Type_4_Strain_RI-67:153:+	153	Adenovirus:Type_4_Strain_RI-67:870:-	7700	
Adenovirus:Type_4_Strain_RI-67:154:+	154	Adenovirus:Type_4_Strain_RI-67:871:-	7750	
Adenovirus:Type_4_Strain_RI-67:155:+	155	Adenovirus:Type_4_Strain_RI-67:872:-	7800	
Adenovirus:Type_4_Strain_RI-67:156:+	156	Adenovirus:Type_4_Strain_RI-67:873:-	7850	
Adenovirus:Type_4_Strain_RI-67:157:+	157	Adenovirus:Type_4_Strain_RI-67:874:-	7900	
Adenovirus:Type_4_Strain_RI-67:158:+	158	Adenovirus:Type_4_Strain_RI-67:875:-	7950	
Adenovirus:Type_4_Strain_RI-67:159:+	159	Adenovirus:Type_4_Strain_RI-67:876:-	8000	
Adenovirus:Type_4_Strain_RI-67:160:+	160	Adenovirus:Type_4_Strain_RI-67:877:-	8050	
Adenovirus:Type_4_Strain_RI-67:161:+	161	Adenovirus:Type_4_Strain_RI-67:878:-	8100	
Adenovirus:Type_4_Strain_RI-67:162:+	162	Adenovirus:Type_4_Strain_RI-67:879:-	8150	
Adenovirus:Type_4_Strain_RI-67:163:+	163	Adenovirus:Type_4_Strain_RI-67:880:-	8200	
Adenovirus:Type_4_Strain_RI-67:164:+	164	Adenovirus:Type_4_Strain_RI-67:881:-	8250	
Adenovirus:Type_4_Strain_RI-67:165:+	165	Adenovirus:Type_4_Strain_RI-67:882:-	8300	
Adenovirus:Type_4_Strain_RI-67:166:+	166	Adenovirus:Type_4_Strain_RI-67:883:-	8350	
Adenovirus:Type_4_Strain_RI-67:167:+	167	Adenovirus:Type_4_Strain_RI-67:884:-	8400	
Adenovirus:Type_4_Strain_RI-67:168:+	168	Adenovirus:Type_4_Strain_RI-67:885:-	8450	
Adenovirus:Type_4_Strain_RI-67:169:+	169	Adenovirus:Type_4_Strain_RI-67:886:-	8500	
Adenovirus:Type_4_Strain_RI-67:170:+	170	Adenovirus:Type_4_Strain_RI-67:887:-	8550	
Adenovirus:Type_4_Strain_RI-67:171:+	171	Adenovirus:Type_4_Strain_RI-67:888:-	8600	
Adenovirus:Type_4_Strain_RI-67:172:+	172	Adenovirus:Type_4_Strain_RI-67:889:-	8650	
Adenovirus:Type_4_Strain_RI-67:173:+	173	Adenovirus:Type_4_Strain_RI-67:890:-	8700	
Adenovirus:Type_4_Strain_RI-67:174:+	174	Adenovirus:Type_4_Strain_RI-67:891:-	8750	
Adenovirus:Type_4_Strain_RI-67:175:+	175	Adenovirus:Type_4_Strain_RI-67:892:-	8800	
Adenovirus:Type_4_Strain_RI-67:176:+	176	Adenovirus:Type_4_Strain_RI-67:893:-	8850	
Adenovirus:Type_4_Strain_RI-67:177:+	177	Adenovirus:Type_4_Strain_RI-67:894:-	8900	
Adenovirus:Type_4_Strain_RI-67:178:+	178	Adenovirus:Type_4_Strain_RI-67:895:-	8950	
Adenovirus:Type_4_Strain_RI-67:179:+	179	Adenovirus:Type_4_Strain_RI-67:896:-	9000	
Adenovirus:Type_4_Strain_RI-67:180:+	180	Adenovirus:Type_4_Strain_RI-67:897:-	9050	
Adenovirus:Type_4_Strain_RI-67:181:+	181	Adenovirus:Type_4_Strain_RI-67:898:-	9100	
Adenovirus:Type_4_Strain_RI-67:182:+	182	Adenovirus:Type_4_Strain_RI-67:899:-	9150	
Adenovirus:Type_4_Strain_RI-67:183:+	183	Adenovirus:Type_4_Strain_RI-67:900:-	9200	
Adenovirus:Type_4_Strain_RI-67:184:+	184	Adenovirus:Type_4_Strain_RI-67:901:-	9250	
Adenovirus:Type_4_Strain_RI-67:185:+	185	Adenovirus:Type_4_Strain_RI-67:902:-	9300	
Adenovirus:Type_4_Strain_RI-67:186:+	186	Adenovirus:Type_4_Strain_RI-67:903:-	9350	
Adenovirus:Type_4_Strain_RI-67:187:+	187	Adenovirus:Type_4_Strain_RI-67:904:-	9400	
Adenovirus:Type_4_Strain_RI-67:188:+	188	Adenovirus:Type_4_Strain_RI-67:905:-	9450	
Adenovirus:Type_4_Strain_RI-67:189:+	189	Adenovirus:Type_4_Strain_RI-67:906:-	9500	
Adenovirus:Type_4_Strain_RI-67:190:+	190	Adenovirus:Type_4_Strain_RI-67:907:-	9550	
Adenovirus:Type_4_Strain_RI-67:191:+	191	Adenovirus:Type_4_Strain_RI-67:908:-	9600	
Adenovirus:Type_4_Strain_RI-67:192:+	192	Adenovirus:Type_4_Strain_RI-67:909:-	9650	
Adenovirus:Type_4_Strain_RI-67:193:+	193	Adenovirus:Type_4_Strain_RI-67:910:-	9700	
Adenovirus:Type_4_Strain_RI-67:194:+	194	Adenovirus:Type_4_Strain_RI-67:911:-	9750	
Adenovirus:Type_4_Strain_RI-67:195:+	195	Adenovirus:Type_4_Strain_RI-67:912:-	9800	
Adenovirus:Type_4_Strain_RI-67:196:+	196	Adenovirus:Type_4_Strain_RI-67:913:-	9850	
Adenovirus:Type_4_Strain_RI-67:197:+	197	Adenovirus:Type_4_Strain_RI-67:914:-	9900	
Adenovirus:Type_4_Strain_RI-67:198:+	198	Adenovirus:Type_4_Strain_RI-67:915:-	9950	
Adenovirus:Type_4_Strain_RI-67:199:+	199	Adenovirus:Type_4_Strain_RI-67:916:-	10000	
Adenovirus:Type_4_Strain_RI-67:200:+	200	Adenovirus:Type_4_Strain_RI-67:917:-	10050	
Adenovirus:Type_4_Strain_RI-67:201:+	201	Adenovirus:Type_4_Strain_RI-67:918:-	10100	
Adenovirus:Type_4_Strain_RI-67:202:+	202	Adenovirus:Type_4_Strain_RI-67:919:-	10150	
Adenovirus:Type_4_Strain_RI-67:203:+	203	Adenovirus:Type_4_Strain_RI-67:920:-	10200	
Adenovirus:Type_4_Strain_RI-67:204:+	204	Adenovirus:Type_4_Strain_RI-67:921:-	10250	
Adenovirus:Type_4_Strain_RI-67:205:+	205	Adenovirus:Type_4_Strain_RI-67:922:-	10300	
Adenovirus:Type_4_Strain_RI-67:206:+	206	Adenovirus:Type_4_Strain_RI-67:923:-	10350	
Adenovirus:Type_4_Strain_RI-67:207:+	207	Adenovirus:Type_4_Strain_RI-67:924:-	10400	
Adenovirus:Type_4_Strain_RI-67:208:+	208	Adenovirus:Type_4_Strain_RI-67:925:-	10450	
Adenovirus:Type_4_Strain_RI-67:209:+	209	Adenovirus:Type_4_Strain_RI-67:926:-	10500	
Adenovirus:Type_4_Strain_RI-67:210:+	210	Adenovirus:Type_4_Strain_RI-67:927:-	10550	
Adenovirus:Type_4_Strain_RI-67:211:+	211	Adenovirus:Type_4_Strain_RI-67:928:-	10600	
Adenovirus:Type_4_Strain_RI-67:212:+	212	Adenovirus:Type_4_Strain_RI-67:929:-	10650	
Adenovirus:Type_4_Strain_RI-67:213:+	213	Adenovirus:Type_4_Strain_RI-67:930:-	10700	
Adenovirus:Type_4_Strain_RI-67:214:+	214	Adenovirus:Type_4_Strain_RI-67:931:-	10750	
Adenovirus:Type_4_Strain_RI-67:215:+	215	Adenovirus:Type_4_Strain_RI-67:932:-	10800	
Adenovirus:Type_4_Strain_RI-67:216:+	216	Adenovirus:Type_4_Strain_RI-67:933:-	10850	
Adenovirus:Type_4_Strain_RI-67:217:+	217	Adenovirus:Type_4_Strain_RI-67:934:-	10900	
Adenovirus:Type_4_Strain_RI-67:218:+	218	Adenovirus:Type_4_Strain_RI-67:935:-	10950	
Adenovirus:Type_4_Strain_RI-67:219:+	219	Adenovirus:Type_4_Strain_RI-67:936:-	11000	
Adenovirus:Type_4_Strain_RI-67:220:+	220	Adenovirus:Type_4_Strain_RI-67:937:-	11050	
Adenovirus:Type_4_Strain_RI-67:221:+	221	Adenovirus:Type_4_Strain_RI-67:938:-	11100	
Adenovirus:Type_4_Strain_RI-67:222:+	222	Adenovirus:Type_4_Strain_RI-67:939:-	11150	
Adenovirus:Type_4_Strain_RI-67:223:+	223	Adenovirus:Type_4_Strain_RI-67:940:-	11200	
Adenovirus:Type_4_Strain_RI-67:224:+	224	Adenovirus:Type_4_Strain_RI-67:941:-	11250	
Adenovirus:Type_4_Strain_RI-67:225:+	225	Adenovirus:Type_4_Strain_RI-67:942:-	11300	
Adenovirus:Type_4_Strain_RI-67:226:+	226	Adenovirus:Type_4_Strain_RI-67:943:-	11350	
Adenovirus:Type_4_Strain_RI-67:227:+	227	Adenovirus:Type_4_Strain_RI-67:944:-	11400	
Adenovirus:Type_4_Strain_RI-67:228:+	228	Adenovirus:Type_4_Strain_RI-67:945:-	11450	
Adenovirus:Type_4_Strain_RI-67:229:+	229	Adenovirus:Type_4_Strain_RI-67:946:-	11500	
Adenovirus:Type_4_Strain_RI-67:230:+	230	Adenovirus:Type_4_Strain_RI-67:947:-	11550	
Adenovirus:Type_4_Strain_RI-67:231:+	231	Adenovirus:Type_4_Strain_RI-67:948:-	11600	
Adenovirus:Type_4_Strain_RI-67:232:+	232	Adenovirus:Type_4_Strain_RI-67:949:-	11650	
Adenovirus:Type_4_Strain_RI-67:233:+	233	Adenovirus:Type_4_Strain_RI-67:950:-	11700	
Adenovirus:Type_4_Strain_RI-67:234:+	234	Adenovirus:Type_4_Strain_RI-67:951:-	11750	
Adenovirus:Type_4_Strain_RI-67:235:+	235	Adenovirus:Type_4_Strain_RI-67:952:-	11800	
Adenovirus:Type_4_Strain_RI-67:236:+	236	Adenovirus:Type_4_Strain_RI-67:953:-	11850	
Adenovirus:Type_4_Strain_RI-67:237:+	237	Adenovirus:Type_4_Strain_RI-67:954:-	11900	
Adenovirus:Type_4_Strain_RI-67:238:+	238	Adenovirus:Type_4_Strain_RI-67:955:-	11950	
Adenovirus:Type_4_Strain_RI-67:239:+	239	Adenovirus:Type_4_Strain_RI-67:956:-	12000	
Adenovirus:Type_4_Strain_RI-67:240:+	240	Adenovirus:Type_4_Strain_RI-67:957:-	12050	
Adenovirus:Type_4_Strain_RI-67:241:+	241	Adenovirus:Type_4_Strain_RI-67:958:-	12100	
Adenovirus:Type_4_Strain_RI-67:242:+	242	Adenovirus:Type_4_Strain_RI-67:959:-	12150	
Adenovirus:Type_4_Strain_RI-67:243:+	243	Adenovirus:Type_4_Strain_RI-67:960:-	12200	
Adenovirus:Type_4_Strain_RI-67:244:+	244	Adenovirus:Type_4_Strain_RI-67:961:-	12250	
Adenovirus:Type_4_Strain_RI-67:245:+	245	Adenovirus:Type_4_Strain_RI-67:962:-	12300	
Adenovirus:Type_4_Strain_RI-67:246:+	246	Adenovirus:Type_4_Strain_RI-67:963:-	12350	
Adenovirus:Type_4_Strain_RI-67:247:+	247	Adenovirus:Type_4_Strain_RI-67:964:-	12400	
Adenovirus:Type_4_Strain_RI-67:248:+	248	Adenovirus:Type_4_Strain_RI-67:965:-	12450	
Adenovirus:Type_4_Strain_RI-67:249:+	249	Adenovirus:Type_4_Strain_RI-67:966:-	12500	
