sense	number	antisense	bp
Herpesvirus:Human_cytomegalovirus:36:+	36	Herpesvirus:Human_cytomegalovirus:4736:-	1850
Herpesvirus:Human_cytomegalovirus:37:+	37	Herpesvirus:Human_cytomegalovirus:4737:-	1900
Herpesvirus:Human_cytomegalovirus:38:+	38	Herpesvirus:Human_cytomegalovirus:4738:-	1950
Herpesvirus:Human_cytomegalovirus:39:+	39	Herpesvirus:Human_cytomegalovirus:4739:-	2000
Herpesvirus:Human_cytomegalovirus:40:+	40	Herpesvirus:Human_cytomegalovirus:4740:-	2050
Herpesvirus:Human_cytomegalovirus:41:+	41	Herpesvirus:Human_cytomegalovirus:4741:-	2100
Herpesvirus:Human_cytomegalovirus:42:+	42	Herpesvirus:Human_cytomegalovirus:4742:-	2150
Herpesvirus:Human_cytomegalovirus:43:+	43	Herpesvirus:Human_cytomegalovirus:4743:-	2200
Herpesvirus:Human_cytomegalovirus:44:+	44	Herpesvirus:Human_cytomegalovirus:4744:-	2250
Herpesvirus:Human_cytomegalovirus:45:+	45	Herpesvirus:Human_cytomegalovirus:4745:-	2300
Herpesvirus:Human_cytomegalovirus:46:+	46	Herpesvirus:Human_cytomegalovirus:4746:-	2350
Herpesvirus:Human_cytomegalovirus:47:+	47	Herpesvirus:Human_cytomegalovirus:4747:-	2400
Herpesvirus:Human_cytomegalovirus:48:+	48	Herpesvirus:Human_cytomegalovirus:4748:-	2450
Herpesvirus:Human_cytomegalovirus:49:+	49	Herpesvirus:Human_cytomegalovirus:4749:-	2500
Herpesvirus:Human_cytomegalovirus:50:+	50	Herpesvirus:Human_cytomegalovirus:4750:-	2550
Herpesvirus:Human_cytomegalovirus:51:+	51	Herpesvirus:Human_cytomegalovirus:4751:-	2600
Herpesvirus:Human_cytomegalovirus:52:+	52	Herpesvirus:Human_cytomegalovirus:4752:-	2650
Herpesvirus:Human_cytomegalovirus:53:+	53	Herpesvirus:Human_cytomegalovirus:4753:-	2700
Herpesvirus:Human_cytomegalovirus:54:+	54	Herpesvirus:Human_cytomegalovirus:4754:-	2750
Herpesvirus:Human_cytomegalovirus:55:+	55	Herpesvirus:Human_cytomegalovirus:4755:-	2800
Herpesvirus:Human_cytomegalovirus:56:+	56	Herpesvirus:Human_cytomegalovirus:4756:-	2850
Herpesvirus:Human_cytomegalovirus:57:+	57	Herpesvirus:Human_cytomegalovirus:4757:-	2900
Herpesvirus:Human_cytomegalovirus:58:+	58	Herpesvirus:Human_cytomegalovirus:4758:-	2950
Herpesvirus:Human_cytomegalovirus:59:+	59	Herpesvirus:Human_cytomegalovirus:4759:-	3000
Herpesvirus:Human_cytomegalovirus:60:+	60	Herpesvirus:Human_cytomegalovirus:4760:-	3050
Herpesvirus:Human_cytomegalovirus:61:+	61	Herpesvirus:Human_cytomegalovirus:4761:-	3100
Herpesvirus:Human_cytomegalovirus:62:+	62	Herpesvirus:Human_cytomegalovirus:4762:-	3150
Herpesvirus:Human_cytomegalovirus:63:+	63	Herpesvirus:Human_cytomegalovirus:4763:-	3200
Herpesvirus:Human_cytomegalovirus:64:+	64	Herpesvirus:Human_cytomegalovirus:4764:-	3250
Herpesvirus:Human_cytomegalovirus:65:+	65	Herpesvirus:Human_cytomegalovirus:4765:-	3300
Herpesvirus:Human_cytomegalovirus:66:+	66	Herpesvirus:Human_cytomegalovirus:4766:-	3350
Herpesvirus:Human_cytomegalovirus:67:+	67	Herpesvirus:Human_cytomegalovirus:4767:-	3400
Herpesvirus:Human_cytomegalovirus:68:+	68	Herpesvirus:Human_cytomegalovirus:4768:-	3450
Herpesvirus:Human_cytomegalovirus:69:+	69	Herpesvirus:Human_cytomegalovirus:4769:-	3500
Herpesvirus:Human_cytomegalovirus:70:+	70	Herpesvirus:Human_cytomegalovirus:4770:-	3550
Herpesvirus:Human_cytomegalovirus:71:+	71	Herpesvirus:Human_cytomegalovirus:4771:-	3600
Herpesvirus:Human_cytomegalovirus:72:+	72	Herpesvirus:Human_cytomegalovirus:4772:-	3650
Herpesvirus:Human_cytomegalovirus:73:+	73	Herpesvirus:Human_cytomegalovirus:4773:-	3700
Herpesvirus:Human_cytomegalovirus:74:+	74	Herpesvirus:Human_cytomegalovirus:4774:-	3750
Herpesvirus:Human_cytomegalovirus:75:+	75	Herpesvirus:Human_cytomegalovirus:4775:-	3800
Herpesvirus:Human_cytomegalovirus:76:+	76	Herpesvirus:Human_cytomegalovirus:4776:-	3850
Herpesvirus:Human_cytomegalovirus:77:+	77	Herpesvirus:Human_cytomegalovirus:4777:-	3900
Herpesvirus:Human_cytomegalovirus:78:+	78	Herpesvirus:Human_cytomegalovirus:4778:-	3950
Herpesvirus:Human_cytomegalovirus:79:+	79	Herpesvirus:Human_cytomegalovirus:4779:-	4000
Herpesvirus:Human_cytomegalovirus:80:+	80	Herpesvirus:Human_cytomegalovirus:4780:-	4050
Herpesvirus:Human_cytomegalovirus:81:+	81	Herpesvirus:Human_cytomegalovirus:4781:-	4100
Herpesvirus:Human_cytomegalovirus:82:+	82	Herpesvirus:Human_cytomegalovirus:4782:-	4150
Herpesvirus:Human_cytomegalovirus:83:+	83	Herpesvirus:Human_cytomegalovirus:4783:-	4200
Herpesvirus:Human_cytomegalovirus:84:+	84	Herpesvirus:Human_cytomegalovirus:4784:-	4250
Herpesvirus:Human_cytomegalovirus:85:+	85	Herpesvirus:Human_cytomegalovirus:4785:-	4300
Herpesvirus:Human_cytomegalovirus:86:+	86	Herpesvirus:Human_cytomegalovirus:4786:-	4350
Herpesvirus:Human_cytomegalovirus:87:+	87	Herpesvirus:Human_cytomegalovirus:4787:-	4400
Herpesvirus:Human_cytomegalovirus:88:+	88	Herpesvirus:Human_cytomegalovirus:4788:-	4450
Herpesvirus:Human_cytomegalovirus:89:+	89	Herpesvirus:Human_cytomegalovirus:4789:-	4500
Herpesvirus:Human_cytomegalovirus:90:+	90	Herpesvirus:Human_cytomegalovirus:4790:-	4550
Herpesvirus:Human_cytomegalovirus:91:+	91	Herpesvirus:Human_cytomegalovirus:4791:-	4600
Herpesvirus:Human_cytomegalovirus:92:+	92	Herpesvirus:Human_cytomegalovirus:4792:-	4650
Herpesvirus:Human_cytomegalovirus:93:+	93	Herpesvirus:Human_cytomegalovirus:4793:-	4700
Herpesvirus:Human_cytomegalovirus:94:+	94	Herpesvirus:Human_cytomegalovirus:4794:-	4750
Herpesvirus:Human_cytomegalovirus:95:+	95	Herpesvirus:Human_cytomegalovirus:4795:-	4800
Herpesvirus:Human_cytomegalovirus:96:+	96	Herpesvirus:Human_cytomegalovirus:4796:-	4850
Herpesvirus:Human_cytomegalovirus:97:+	97	Herpesvirus:Human_cytomegalovirus:4797:-	4900
Herpesvirus:Human_cytomegalovirus:98:+	98	Herpesvirus:Human_cytomegalovirus:4798:-	4950
Herpesvirus:Human_cytomegalovirus:99:+	99	Herpesvirus:Human_cytomegalovirus:4799:-	5000
Herpesvirus:Human_cytomegalovirus:100:+	100	Herpesvirus:Human_cytomegalovirus:4800:-	5050
Herpesvirus:Human_cytomegalovirus:101:+	101	Herpesvirus:Human_cytomegalovirus:4801:-	5100
Herpesvirus:Human_cytomegalovirus:102:+	102	Herpesvirus:Human_cytomegalovirus:4802:-	5150
Herpesvirus:Human_cytomegalovirus:103:+	103	Herpesvirus:Human_cytomegalovirus:4803:-	5200
Herpesvirus:Human_cytomegalovirus:104:+	104	Herpesvirus:Human_cytomegalovirus:4804:-	5250
Herpesvirus:Human_cytomegalovirus:105:+	105	Herpesvirus:Human_cytomegalovirus:4805:-	5300
Herpesvirus:Human_cytomegalovirus:106:+	106	Herpesvirus:Human_cytomegalovirus:4806:-	5350
Herpesvirus:Human_cytomegalovirus:107:+	107	Herpesvirus:Human_cytomegalovirus:4807:-	5400
Herpesvirus:Human_cytomegalovirus:108:+	108	Herpesvirus:Human_cytomegalovirus:4808:-	5450
Herpesvirus:Human_cytomegalovirus:109:+	109	Herpesvirus:Human_cytomegalovirus:4809:-	5500
Herpesvirus:Human_cytomegalovirus:110:+	110	Herpesvirus:Human_cytomegalovirus:4810:-	5550
Herpesvirus:Human_cytomegalovirus:111:+	111	Herpesvirus:Human_cytomegalovirus:4811:-	5600
Herpesvirus:Human_cytomegalovirus:112:+	112	Herpesvirus:Human_cytomegalovirus:4812:-	5650
Herpesvirus:Human_cytomegalovirus:113:+	113	Herpesvirus:Human_cytomegalovirus:4813:-	5700
Herpesvirus:Human_cytomegalovirus:114:+	114	Herpesvirus:Human_cytomegalovirus:4814:-	5750
Herpesvirus:Human_cytomegalovirus:115:+	115	Herpesvirus:Human_cytomegalovirus:4815:-	5800
Herpesvirus:Human_cytomegalovirus:116:+	116	Herpesvirus:Human_cytomegalovirus:4816:-	5850
Herpesvirus:Human_cytomegalovirus:117:+	117	Herpesvirus:Human_cytomegalovirus:4817:-	5900
Herpesvirus:Human_cytomegalovirus:118:+	118	Herpesvirus:Human_cytomegalovirus:4818:-	5950
Herpesvirus:Human_cytomegalovirus:119:+	119	Herpesvirus:Human_cytomegalovirus:4819:-	6000
Herpesvirus:Human_cytomegalovirus:120:+	120	Herpesvirus:Human_cytomegalovirus:4820:-	6050
Herpesvirus:Human_cytomegalovirus:121:+	121	Herpesvirus:Human_cytomegalovirus:4821:-	6100
Herpesvirus:Human_cytomegalovirus:122:+	122	Herpesvirus:Human_cytomegalovirus:4822:-	6150
Herpesvirus:Human_cytomegalovirus:123:+	123	Herpesvirus:Human_cytomegalovirus:4823:-	6200
Herpesvirus:Human_cytomegalovirus:124:+	124	Herpesvirus:Human_cytomegalovirus:4824:-	6250
Herpesvirus:Human_cytomegalovirus:125:+	125	Herpesvirus:Human_cytomegalovirus:4825:-	6300
Herpesvirus:Human_cytomegalovirus:126:+	126	Herpesvirus:Human_cytomegalovirus:4826:-	6350
Herpesvirus:Human_cytomegalovirus:127:+	127	Herpesvirus:Human_cytomegalovirus:4827:-	6400
Herpesvirus:Human_cytomegalovirus:128:+	128	Herpesvirus:Human_cytomegalovirus:4828:-	6450
Herpesvirus:Human_cytomegalovirus:129:+	129	Herpesvirus:Human_cytomegalovirus:4829:-	6500
Herpesvirus:Human_cytomegalovirus:130:+	130	Herpesvirus:Human_cytomegalovirus:4830:-	6550
Herpesvirus:Human_cytomegalovirus:131:+	131	Herpesvirus:Human_cytomegalovirus:4831:-	6600
Herpesvirus:Human_cytomegalovirus:132:+	132	Herpesvirus:Human_cytomegalovirus:4832:-	6650
Herpesvirus:Human_cytomegalovirus:133:+	133	Herpesvirus:Human_cytomegalovirus:4833:-	6700
Herpesvirus:Human_cytomegalovirus:134:+	134	Herpesvirus:Human_cytomegalovirus:4834:-	6750
Herpesvirus:Human_cytomegalovirus:135:+	135	Herpesvirus:Human_cytomegalovirus:4835:-	6800
Herpesvirus:Human_cytomegalovirus:136:+	136	Herpesvirus:Human_cytomegalovirus:4836:-	6850
Herpesvirus:Human_cytomegalovirus:137:+	137	Herpesvirus:Human_cytomegalovirus:4837:-	6900
Herpesvirus:Human_cytomegalovirus:138:+	138	Herpesvirus:Human_cytomegalovirus:4838:-	6950
Herpesvirus:Human_cytomegalovirus:139:+	139	Herpesvirus:Human_cytomegalovirus:4839:-	7000
Herpesvirus:Human_cytomegalovirus:140:+	140	Herpesvirus:Human_cytomegalovirus:4840:-	7050
Herpesvirus:Human_cytomegalovirus:141:+	141	Herpesvirus:Human_cytomegalovirus:4841:-	7100
Herpesvirus:Human_cytomegalovirus:142:+	142	Herpesvirus:Human_cytomegalovirus:4842:-	7150
Herpesvirus:Human_cytomegalovirus:143:+	143	Herpesvirus:Human_cytomegalovirus:4843:-	7200
Herpesvirus:Human_cytomegalovirus:144:+	144	Herpesvirus:Human_cytomegalovirus:4844:-	7250
Herpesvirus:Human_cytomegalovirus:145:+	145	Herpesvirus:Human_cytomegalovirus:4845:-	7300
Herpesvirus:Human_cytomegalovirus:146:+	146	Herpesvirus:Human_cytomegalovirus:4846:-	7350
Herpesvirus:Human_cytomegalovirus:147:+	147	Herpesvirus:Human_cytomegalovirus:4847:-	7400
Herpesvirus:Human_cytomegalovirus:148:+	148	Herpesvirus:Human_cytomegalovirus:4848:-	7450
Herpesvirus:Human_cytomegalovirus:149:+	149	Herpesvirus:Human_cytomegalovirus:4849:-	7500
Herpesvirus:Human_cytomegalovirus:150:+	150	Herpesvirus:Human_cytomegalovirus:4850:-	7550
Herpesvirus:Human_cytomegalovirus:151:+	151	Herpesvirus:Human_cytomegalovirus:4851:-	7600
Herpesvirus:Human_cytomegalovirus:152:+	152	Herpesvirus:Human_cytomegalovirus:4852:-	7650
Herpesvirus:Human_cytomegalovirus:153:+	153	Herpesvirus:Human_cytomegalovirus:4853:-	7700
Herpesvirus:Human_cytomegalovirus:154:+	154	Herpesvirus:Human_cytomegalovirus:4854:-	7750
Herpesvirus:Human_cytomegalovirus:155:+	155	Herpesvirus:Human_cytomegalovirus:4855:-	7800
Herpesvirus:Human_cytomegalovirus:156:+	156	Herpesvirus:Human_cytomegalovirus:4856:-	7850
Herpesvirus:Human_cytomegalovirus:157:+	157	Herpesvirus:Human_cytomegalovirus:4857:-	7900
Herpesvirus:Human_cytomegalovirus:158:+	158	Herpesvirus:Human_cytomegalovirus:4858:-	7950
Herpesvirus:Human_cytomegalovirus:159:+	159	Herpesvirus:Human_cytomegalovirus:4859:-	8000
Herpesvirus:Human_cytomegalovirus:160:+	160	Herpesvirus:Human_cytomegalovirus:4860:-	8050
Herpesvirus:Human_cytomegalovirus:161:+	161	Herpesvirus:Human_cytomegalovirus:4861:-	8100
Herpesvirus:Human_cytomegalovirus:162:+	162	Herpesvirus:Human_cytomegalovirus:4862:-	8150
Herpesvirus:Human_cytomegalovirus:163:+	163	Herpesvirus:Human_cytomegalovirus:4863:-	8200
Herpesvirus:Human_cytomegalovirus:164:+	164	Herpesvirus:Human_cytomegalovirus:4864:-	8250
Herpesvirus:Human_cytomegalovirus:165:+	165	Herpesvirus:Human_cytomegalovirus:4865:-	8300
Herpesvirus:Human_cytomegalovirus:166:+	166	Herpesvirus:Human_cytomegalovirus:4866:-	8350
Herpesvirus:Human_cytomegalovirus:167:+	167	Herpesvirus:Human_cytomegalovirus:4867:-	8400
Herpesvirus:Human_cytomegalovirus:168:+	168	Herpesvirus:Human_cytomegalovirus:4868:-	8450
Herpesvirus:Human_cytomegalovirus:169:+	169	Herpesvirus:Human_cytomegalovirus:4869:-	8500
Herpesvirus:Human_cytomegalovirus:170:+	170	Herpesvirus:Human_cytomegalovirus:4870:-	8550
Herpesvirus:Human_cytomegalovirus:171:+	171	Herpesvirus:Human_cytomegalovirus:4871:-	8600
Herpesvirus:Human_cytomegalovirus:172:+	172	Herpesvirus:Human_cytomegalovirus:4872:-	8650
Herpesvirus:Human_cytomegalovirus:173:+	173	Herpesvirus:Human_cytomegalovirus:4873:-	8700
Herpesvirus:Human_cytomegalovirus:174:+	174	Herpesvirus:Human_cytomegalovirus:4874:-	8750
Herpesvirus:Human_cytomegalovirus:175:+	175	Herpesvirus:Human_cytomegalovirus:4875:-	8800
Herpesvirus:Human_cytomegalovirus:176:+	176	Herpesvirus:Human_cytomegalovirus:4876:-	8850
Herpesvirus:Human_cytomegalovirus:177:+	177	Herpesvirus:Human_cytomegalovirus:4877:-	8900
Herpesvirus:Human_cytomegalovirus:178:+	178	Herpesvirus:Human_cytomegalovirus:4878:-	8950
Herpesvirus:Human_cytomegalovirus:179:+	179	Herpesvirus:Human_cytomegalovirus:4879:-	9000
Herpesvirus:Human_cytomegalovirus:180:+	180	Herpesvirus:Human_cytomegalovirus:4880:-	9050
Herpesvirus:Human_cytomegalovirus:181:+	181	Herpesvirus:Human_cytomegalovirus:4881:-	9100
Herpesvirus:Human_cytomegalovirus:182:+	182	Herpesvirus:Human_cytomegalovirus:4882:-	9150
Herpesvirus:Human_cytomegalovirus:183:+	183	Herpesvirus:Human_cytomegalovirus:4883:-	9200
Herpesvirus:Human_cytomegalovirus:184:+	184	Herpesvirus:Human_cytomegalovirus:4884:-	9250
Herpesvirus:Human_cytomegalovirus:185:+	185	Herpesvirus:Human_cytomegalovirus:4885:-	9300
Herpesvirus:Human_cytomegalovirus:186:+	186	Herpesvirus:Human_cytomegalovirus:4886:-	9350
Herpesvirus:Human_cytomegalovirus:187:+	187	Herpesvirus:Human_cytomegalovirus:4887:-	9400
Herpesvirus:Human_cytomegalovirus:188:+	188	Herpesvirus:Human_cytomegalovirus:4888:-	9450
Herpesvirus:Human_cytomegalovirus:189:+	189	Herpesvirus:Human_cytomegalovirus:4889:-	9500
Herpesvirus:Human_cytomegalovirus:190:+	190	Herpesvirus:Human_cytomegalovirus:4890:-	9550
Herpesvirus:Human_cytomegalovirus:191:+	191	Herpesvirus:Human_cytomegalovirus:4891:-	9600
Herpesvirus:Human_cytomegalovirus:192:+	192	Herpesvirus:Human_cytomegalovirus:4892:-	9650
Herpesvirus:Human_cytomegalovirus:193:+	193	Herpesvirus:Human_cytomegalovirus:4893:-	9700
Herpesvirus:Human_cytomegalovirus:194:+	194	Herpesvirus:Human_cytomegalovirus:4894:-	9750
Herpesvirus:Human_cytomegalovirus:195:+	195	Herpesvirus:Human_cytomegalovirus:4895:-	9800
Herpesvirus:Human_cytomegalovirus:196:+	196	Herpesvirus:Human_cytomegalovirus:4896:-	9850
Herpesvirus:Human_cytomegalovirus:197:+	197	Herpesvirus:Human_cytomegalovirus:4897:-	9900
Herpesvirus:Human_cytomegalovirus:198:+	198	Herpesvirus:Human_cytomegalovirus:4898:-	9950
Herpesvirus:Human_cytomegalovirus:199:+	199	Herpesvirus:Human_cytomegalovirus:4899:-	10000
Herpesvirus:Human_cytomegalovirus:200:+	200	Herpesvirus:Human_cytomegalovirus:4900:-	10050
Herpesvirus:Human_cytomegalovirus:201:+	201	Herpesvirus:Human_cytomegalovirus:4901:-	10100
Herpesvirus:Human_cytomegalovirus:202:+	202	Herpesvirus:Human_cytomegalovirus:4902:-	10150
Herpesvirus:Human_cytomegalovirus:203:+	203	Herpesvirus:Human_cytomegalovirus:4903:-	10200
Herpesvirus:Human_cytomegalovirus:204:+	204	Herpesvirus:Human_cytomegalovirus:4904:-	10250
Herpesvirus:Human_cytomegalovirus:205:+	205	Herpesvirus:Human_cytomegalovirus:4905:-	10300
Herpesvirus:Human_cytomegalovirus:206:+	206	Herpesvirus:Human_cytomegalovirus:4906:-	10350
Herpesvirus:Human_cytomegalovirus:207:+	207	Herpesvirus:Human_cytomegalovirus:4907:-	10400
Herpesvirus:Human_cytomegalovirus:208:+	208	Herpesvirus:Human_cytomegalovirus:4908:-	10450
Herpesvirus:Human_cytomegalovirus:209:+	209	Herpesvirus:Human_cytomegalovirus:4909:-	10500
Herpesvirus:Human_cytomegalovirus:210:+	210	Herpesvirus:Human_cytomegalovirus:4910:-	10550
Herpesvirus:Human_cytomegalovirus:211:+	211	Herpesvirus:Human_cytomegalovirus:4911:-	10600
Herpesvirus:Human_cytomegalovirus:212:+	212	Herpesvirus:Human_cytomegalovirus:4912:-	10650
Herpesvirus:Human_cytomegalovirus:213:+	213	Herpesvirus:Human_cytomegalovirus:4913:-	10700
Herpesvirus:Human_cytomegalovirus:214:+	214	Herpesvirus:Human_cytomegalovirus:4914:-	10750
Herpesvirus:Human_cytomegalovirus:215:+	215	Herpesvirus:Human_cytomegalovirus:4915:-	10800
Herpesvirus:Human_cytomegalovirus:216:+	216	Herpesvirus:Human_cytomegalovirus:4916:-	10850
Herpesvirus:Human_cytomegalovirus:217:+	217	Herpesvirus:Human_cytomegalovirus:4917:-	10900
Herpesvirus:Human_cytomegalovirus:218:+	218	Herpesvirus:Human_cytomegalovirus:4918:-	10950
Herpesvirus:Human_cytomegalovirus:219:+	219	Herpesvirus:Human_cytomegalovirus:4919:-	11000
Herpesvirus:Human_cytomegalovirus:220:+	220	Herpesvirus:Human_cytomegalovirus:4920:-	11050
Herpesvirus:Human_cytomegalovirus:221:+	221	Herpesvirus:Human_cytomegalovirus:4921:-	11100
Herpesvirus:Human_cytomegalovirus:222:+	222	Herpesvirus:Human_cytomegalovirus:4922:-	11150
Herpesvirus:Human_cytomegalovirus:223:+	223	Herpesvirus:Human_cytomegalovirus:4923:-	11200
Herpesvirus:Human_cytomegalovirus:224:+	224	Herpesvirus:Human_cytomegalovirus:4924:-	11250
Herpesvirus:Human_cytomegalovirus:225:+	225	Herpesvirus:Human_cytomegalovirus:4925:-	11300
Herpesvirus:Human_cytomegalovirus:226:+	226	Herpesvirus:Human_cytomegalovirus:4926:-	11350
Herpesvirus:Human_cytomegalovirus:227:+	227	Herpesvirus:Human_cytomegalovirus:4927:-	11400
Herpesvirus:Human_cytomegalovirus:228:+	228	Herpesvirus:Human_cytomegalovirus:4928:-	11450
Herpesvirus:Human_cytomegalovirus:229:+	229	Herpesvirus:Human_cytomegalovirus:4929:-	11500
Herpesvirus:Human_cytomegalovirus:230:+	230	Herpesvirus:Human_cytomegalovirus:4930:-	11550
Herpesvirus:Human_cytomegalovirus:231:+	231	Herpesvirus:Human_cytomegalovirus:4931:-	11600
Herpesvirus:Human_cytomegalovirus:232:+	232	Herpesvirus:Human_cytomegalovirus:4932:-	11650
Herpesvirus:Human_cytomegalovirus:233:+	233	Herpesvirus:Human_cytomegalovirus:4933:-	11700
Herpesvirus:Human_cytomegalovirus:234:+	234	Herpesvirus:Human_cytomegalovirus:4934:-	11750
Herpesvirus:Human_cytomegalovirus:235:+	235	Herpesvirus:Human_cytomegalovirus:4935:-	11800
Herpesvirus:Human_cytomegalovirus:236:+	236	Herpesvirus:Human_cytomegalovirus:4936:-	11850
Herpesvirus:Human_cytomegalovirus:237:+	237	Herpesvirus:Human_cytomegalovirus:4937:-	11900
Herpesvirus:Human_cytomegalovirus:238:+	238	Herpesvirus:Human_cytomegalovirus:4938:-	11950
Herpesvirus:Human_cytomegalovirus:239:+	239	Herpesvirus:Human_cytomegalovirus:4939:-	12000
Herpesvirus:Human_cytomegalovirus:240:+	240	Herpesvirus:Human_cytomegalovirus:4940:-	12050
Herpesvirus:Human_cytomegalovirus:241:+	241	Herpesvirus:Human_cytomegalovirus:4941:-	12100
Herpesvirus:Human_cytomegalovirus:242:+	242	Herpesvirus:Human_cytomegalovirus:4942:-	12150
Herpesvirus:Human_cytomegalovirus:243:+	243	Herpesvirus:Human_cytomegalovirus:4943:-	12200
Herpesvirus:Human_cytomegalovirus:244:+	244	Herpesvirus:Human_cytomegalovirus:4944:-	12250
Herpesvirus:Human_cytomegalovirus:245:+	245	Herpesvirus:Human_cytomegalovirus:4945:-	12300
Herpesvirus:Human_cytomegalovirus:246:+	246	Herpesvirus:Human_cytomegalovirus:4946:-	12350
Herpesvirus:Human_cytomegalovirus:247:+	247	Herpesvirus:Human_cytomegalovirus:4947:-	12400
Herpesvirus:Human_cytomegalovirus:248:+	248	Herpesvirus:Human_cytomegalovirus:4948:-	12450
Herpesvirus:Human_cytomegalovirus:249:+	249	Herpesvirus:Human_cytomegalovirus:4949:-	12500
Herpesvirus:Human_cytomegalovirus:250:+	250	Herpesvirus:Human_cytomegalovirus:4950:-	12550
Herpesvirus:Human_cytomegalovirus:251:+	251	Herpesvirus:Human_cytomegalovirus:4951:-	12600
Herpesvirus:Human_cytomegalovirus:252:+	252	Herpesvirus:Human_cytomegalovirus:4952:-	12650
Herpesvirus:Human_cytomegalovirus:253:+	253	Herpesvirus:Human_cytomegalovirus:4953:-	12700
Herpesvirus:Human_cytomegalovirus:254:+	254	Herpesvirus:Human_cytomegalovirus:4954:-	12750
Herpesvirus:Human_cytomegalovirus:255:+	255	Herpesvirus:Human_cytomegalovirus:4955:-	12800
Herpesvirus:Human_cytomegalovirus:256:+	256	Herpesvirus:Human_cytomegalovirus:4956:-	12850
Herpesvirus:Human_cytomegalovirus:257:+	257	Herpesvirus:Human_cytomegalovirus:4957:-	12900
Herpesvirus:Human_cytomegalovirus:258:+	258	Herpesvirus:Human_cytomegalovirus:4958:-	12950
Herpesvirus:Human_cytomegalovirus:259:+	259	Herpesvirus:Human_cytomegalovirus:4959:-	13000
