sense	number	antisense	bp	
Adenovirus:Type_14_Strain_de_Wit:14:+	29	Adenovirus:Type_14_Strain_de_Wit:694:-	1500	
Adenovirus:Type_14_Strain_de_Wit:15:+	30	Adenovirus:Type_14_Strain_de_Wit:695:-	1550	
Adenovirus:Type_14_Strain_de_Wit:16:+	31	Adenovirus:Type_14_Strain_de_Wit:696:-	1600	
Adenovirus:Type_14_Strain_de_Wit:17:+	32	Adenovirus:Type_14_Strain_de_Wit:697:-	1650	
Adenovirus:Type_14_Strain_de_Wit:18:+	33	Adenovirus:Type_14_Strain_de_Wit:698:-	1700	
Adenovirus:Type_14_Strain_de_Wit:19:+	34	Adenovirus:Type_14_Strain_de_Wit:699:-	1750	
Adenovirus:Type_14_Strain_de_Wit:20:+	35	Adenovirus:Type_14_Strain_de_Wit:700:-	1800	
Adenovirus:Type_14_Strain_de_Wit:21:+	36	Adenovirus:Type_14_Strain_de_Wit:701:-	1850	
Adenovirus:Type_14_Strain_de_Wit:22:+	37	Adenovirus:Type_14_Strain_de_Wit:702:-	1900	
Adenovirus:Type_14_Strain_de_Wit:23:+	38	Adenovirus:Type_14_Strain_de_Wit:703:-	1950	
Adenovirus:Type_14_Strain_de_Wit:24:+	39	Adenovirus:Type_14_Strain_de_Wit:704:-	2000	
Adenovirus:Type_14_Strain_de_Wit:25:+	40	Adenovirus:Type_14_Strain_de_Wit:705:-	2050	
Adenovirus:Type_14_Strain_de_Wit:26:+	41	Adenovirus:Type_14_Strain_de_Wit:706:-	2100	
Adenovirus:Type_14_Strain_de_Wit:27:+	42	Adenovirus:Type_14_Strain_de_Wit:707:-	2150	
Adenovirus:Type_14_Strain_de_Wit:28:+	43	Adenovirus:Type_14_Strain_de_Wit:708:-	2200	
Adenovirus:Type_14_Strain_de_Wit:29:+	44	Adenovirus:Type_14_Strain_de_Wit:709:-	2250	
Adenovirus:Type_14_Strain_de_Wit:30:+	45	Adenovirus:Type_14_Strain_de_Wit:710:-	2300	
Adenovirus:Type_14_Strain_de_Wit:31:+	46	Adenovirus:Type_14_Strain_de_Wit:711:-	2350	
Adenovirus:Type_14_Strain_de_Wit:32:+	47	Adenovirus:Type_14_Strain_de_Wit:712:-	2400	
Adenovirus:Type_14_Strain_de_Wit:33:+	48	Adenovirus:Type_14_Strain_de_Wit:713:-	2450	
Adenovirus:Type_14_Strain_de_Wit:34:+	49	Adenovirus:Type_14_Strain_de_Wit:714:-	2500	
Adenovirus:Type_14_Strain_de_Wit:35:+	50	Adenovirus:Type_14_Strain_de_Wit:715:-	2550	
Adenovirus:Type_14_Strain_de_Wit:36:+	51	Adenovirus:Type_14_Strain_de_Wit:716:-	2600	
Adenovirus:Type_14_Strain_de_Wit:37:+	52	Adenovirus:Type_14_Strain_de_Wit:717:-	2650	
Adenovirus:Type_14_Strain_de_Wit:38:+	53	Adenovirus:Type_14_Strain_de_Wit:718:-	2700	
Adenovirus:Type_14_Strain_de_Wit:39:+	54	Adenovirus:Type_14_Strain_de_Wit:719:-	2750	
Adenovirus:Type_14_Strain_de_Wit:40:+	55	Adenovirus:Type_14_Strain_de_Wit:720:-	2800	
Adenovirus:Type_14_Strain_de_Wit:41:+	56	Adenovirus:Type_14_Strain_de_Wit:721:-	2850	
Adenovirus:Type_14_Strain_de_Wit:42:+	57	Adenovirus:Type_14_Strain_de_Wit:722:-	2900	
Adenovirus:Type_14_Strain_de_Wit:43:+	58	Adenovirus:Type_14_Strain_de_Wit:723:-	2950	
Adenovirus:Type_14_Strain_de_Wit:44:+	59	Adenovirus:Type_14_Strain_de_Wit:724:-	3000	
Adenovirus:Type_14_Strain_de_Wit:45:+	60	Adenovirus:Type_14_Strain_de_Wit:725:-	3050	
Adenovirus:Type_14_Strain_de_Wit:46:+	61	Adenovirus:Type_14_Strain_de_Wit:726:-	3100	
Adenovirus:Type_14_Strain_de_Wit:47:+	62	Adenovirus:Type_14_Strain_de_Wit:727:-	3150	
Adenovirus:Type_14_Strain_de_Wit:48:+	63	Adenovirus:Type_14_Strain_de_Wit:728:-	3200	
Adenovirus:Type_14_Strain_de_Wit:49:+	64	Adenovirus:Type_14_Strain_de_Wit:729:-	3250	
Adenovirus:Type_14_Strain_de_Wit:50:+	65	Adenovirus:Type_14_Strain_de_Wit:730:-	3300	
Adenovirus:Type_14_Strain_de_Wit:51:+	66	Adenovirus:Type_14_Strain_de_Wit:731:-	3350	
Adenovirus:Type_14_Strain_de_Wit:52:+	67	Adenovirus:Type_14_Strain_de_Wit:732:-	3400	
Adenovirus:Type_14_Strain_de_Wit:53:+	68	Adenovirus:Type_14_Strain_de_Wit:733:-	3450	
Adenovirus:Type_14_Strain_de_Wit:54:+	69	Adenovirus:Type_14_Strain_de_Wit:734:-	3500	
Adenovirus:Type_14_Strain_de_Wit:55:+	70	Adenovirus:Type_14_Strain_de_Wit:735:-	3550	
Adenovirus:Type_14_Strain_de_Wit:56:+	71	Adenovirus:Type_14_Strain_de_Wit:736:-	3600	
Adenovirus:Type_14_Strain_de_Wit:57:+	72	Adenovirus:Type_14_Strain_de_Wit:737:-	3650	
Adenovirus:Type_14_Strain_de_Wit:58:+	73	Adenovirus:Type_14_Strain_de_Wit:738:-	3700	
Adenovirus:Type_14_Strain_de_Wit:59:+	74	Adenovirus:Type_14_Strain_de_Wit:739:-	3750	
Adenovirus:Type_14_Strain_de_Wit:60:+	75	Adenovirus:Type_14_Strain_de_Wit:740:-	3800	
Adenovirus:Type_14_Strain_de_Wit:61:+	76	Adenovirus:Type_14_Strain_de_Wit:741:-	3850	
Adenovirus:Type_14_Strain_de_Wit:62:+	77	Adenovirus:Type_14_Strain_de_Wit:742:-	3900	
Adenovirus:Type_14_Strain_de_Wit:63:+	78	Adenovirus:Type_14_Strain_de_Wit:743:-	3950	
Adenovirus:Type_14_Strain_de_Wit:64:+	79	Adenovirus:Type_14_Strain_de_Wit:744:-	4000	
Adenovirus:Type_14_Strain_de_Wit:65:+	80	Adenovirus:Type_14_Strain_de_Wit:745:-	4050	
Adenovirus:Type_14_Strain_de_Wit:66:+	81	Adenovirus:Type_14_Strain_de_Wit:746:-	4100	
Adenovirus:Type_14_Strain_de_Wit:67:+	82	Adenovirus:Type_14_Strain_de_Wit:747:-	4150	
Adenovirus:Type_14_Strain_de_Wit:68:+	83	Adenovirus:Type_14_Strain_de_Wit:748:-	4200	
Adenovirus:Type_14_Strain_de_Wit:69:+	84	Adenovirus:Type_14_Strain_de_Wit:749:-	4250	
Adenovirus:Type_14_Strain_de_Wit:70:+	85	Adenovirus:Type_14_Strain_de_Wit:750:-	4300	
Adenovirus:Type_14_Strain_de_Wit:71:+	86	Adenovirus:Type_14_Strain_de_Wit:751:-	4350	
Adenovirus:Type_14_Strain_de_Wit:72:+	87	Adenovirus:Type_14_Strain_de_Wit:752:-	4400	
Adenovirus:Type_14_Strain_de_Wit:73:+	88	Adenovirus:Type_14_Strain_de_Wit:753:-	4450	
Adenovirus:Type_14_Strain_de_Wit:74:+	89	Adenovirus:Type_14_Strain_de_Wit:754:-	4500	
Adenovirus:Type_14_Strain_de_Wit:75:+	90	Adenovirus:Type_14_Strain_de_Wit:755:-	4550	
Adenovirus:Type_14_Strain_de_Wit:76:+	91	Adenovirus:Type_14_Strain_de_Wit:756:-	4600	
Adenovirus:Type_14_Strain_de_Wit:77:+	92	Adenovirus:Type_14_Strain_de_Wit:757:-	4650	
Adenovirus:Type_14_Strain_de_Wit:78:+	93	Adenovirus:Type_14_Strain_de_Wit:758:-	4700	
Adenovirus:Type_14_Strain_de_Wit:79:+	94	Adenovirus:Type_14_Strain_de_Wit:759:-	4750	
Adenovirus:Type_14_Strain_de_Wit:80:+	95	Adenovirus:Type_14_Strain_de_Wit:760:-	4800	
Adenovirus:Type_14_Strain_de_Wit:81:+	96	Adenovirus:Type_14_Strain_de_Wit:761:-	4850	
Adenovirus:Type_14_Strain_de_Wit:82:+	97	Adenovirus:Type_14_Strain_de_Wit:762:-	4900	
Adenovirus:Type_14_Strain_de_Wit:83:+	98	Adenovirus:Type_14_Strain_de_Wit:763:-	4950	
Adenovirus:Type_14_Strain_de_Wit:84:+	99	Adenovirus:Type_14_Strain_de_Wit:764:-	5000	
Adenovirus:Type_14_Strain_de_Wit:85:+	100	Adenovirus:Type_14_Strain_de_Wit:765:-	5050	
Adenovirus:Type_14_Strain_de_Wit:86:+	101	Adenovirus:Type_14_Strain_de_Wit:766:-	5100	
Adenovirus:Type_14_Strain_de_Wit:87:+	102	Adenovirus:Type_14_Strain_de_Wit:767:-	5150	
Adenovirus:Type_14_Strain_de_Wit:88:+	103	Adenovirus:Type_14_Strain_de_Wit:768:-	5200	
Adenovirus:Type_14_Strain_de_Wit:89:+	104	Adenovirus:Type_14_Strain_de_Wit:769:-	5250	
Adenovirus:Type_14_Strain_de_Wit:90:+	105	Adenovirus:Type_14_Strain_de_Wit:770:-	5300	
Adenovirus:Type_14_Strain_de_Wit:91:+	106	Adenovirus:Type_14_Strain_de_Wit:771:-	5350	
Adenovirus:Type_14_Strain_de_Wit:92:+	107	Adenovirus:Type_14_Strain_de_Wit:772:-	5400	
Adenovirus:Type_14_Strain_de_Wit:93:+	108	Adenovirus:Type_14_Strain_de_Wit:773:-	5450	
Adenovirus:Type_14_Strain_de_Wit:94:+	109	Adenovirus:Type_14_Strain_de_Wit:774:-	5500	
Adenovirus:Type_14_Strain_de_Wit:95:+	110	Adenovirus:Type_14_Strain_de_Wit:775:-	5550	
Adenovirus:Type_14_Strain_de_Wit:96:+	111	Adenovirus:Type_14_Strain_de_Wit:776:-	5600	
Adenovirus:Type_14_Strain_de_Wit:97:+	112	Adenovirus:Type_14_Strain_de_Wit:777:-	5650	
Adenovirus:Type_14_Strain_de_Wit:98:+	113	Adenovirus:Type_14_Strain_de_Wit:778:-	5700	
Adenovirus:Type_14_Strain_de_Wit:99:+	114	Adenovirus:Type_14_Strain_de_Wit:779:-	5750	
Adenovirus:Type_14_Strain_de_Wit:100:+	115	Adenovirus:Type_14_Strain_de_Wit:780:-	5800	
Adenovirus:Type_14_Strain_de_Wit:101:+	116	Adenovirus:Type_14_Strain_de_Wit:781:-	5850	
Adenovirus:Type_14_Strain_de_Wit:102:+	117	Adenovirus:Type_14_Strain_de_Wit:782:-	5900	
Adenovirus:Type_14_Strain_de_Wit:103:+	118	Adenovirus:Type_14_Strain_de_Wit:783:-	5950	
Adenovirus:Type_14_Strain_de_Wit:104:+	119	Adenovirus:Type_14_Strain_de_Wit:784:-	6000	
Adenovirus:Type_14_Strain_de_Wit:105:+	120	Adenovirus:Type_14_Strain_de_Wit:785:-	6050	
Adenovirus:Type_14_Strain_de_Wit:106:+	121	Adenovirus:Type_14_Strain_de_Wit:786:-	6100	
Adenovirus:Type_14_Strain_de_Wit:107:+	122	Adenovirus:Type_14_Strain_de_Wit:787:-	6150	
Adenovirus:Type_14_Strain_de_Wit:108:+	123	Adenovirus:Type_14_Strain_de_Wit:788:-	6200	
Adenovirus:Type_14_Strain_de_Wit:109:+	124	Adenovirus:Type_14_Strain_de_Wit:789:-	6250	
Adenovirus:Type_14_Strain_de_Wit:110:+	125	Adenovirus:Type_14_Strain_de_Wit:790:-	6300	
Adenovirus:Type_14_Strain_de_Wit:111:+	126	Adenovirus:Type_14_Strain_de_Wit:791:-	6350	
Adenovirus:Type_14_Strain_de_Wit:112:+	127	Adenovirus:Type_14_Strain_de_Wit:792:-	6400	
Adenovirus:Type_14_Strain_de_Wit:113:+	128	Adenovirus:Type_14_Strain_de_Wit:793:-	6450	
Adenovirus:Type_14_Strain_de_Wit:114:+	129	Adenovirus:Type_14_Strain_de_Wit:794:-	6500	
Adenovirus:Type_14_Strain_de_Wit:115:+	130	Adenovirus:Type_14_Strain_de_Wit:795:-	6550	
Adenovirus:Type_14_Strain_de_Wit:116:+	131	Adenovirus:Type_14_Strain_de_Wit:796:-	6600	
Adenovirus:Type_14_Strain_de_Wit:117:+	132	Adenovirus:Type_14_Strain_de_Wit:797:-	6650	
Adenovirus:Type_14_Strain_de_Wit:118:+	133	Adenovirus:Type_14_Strain_de_Wit:798:-	6700	
Adenovirus:Type_14_Strain_de_Wit:119:+	134	Adenovirus:Type_14_Strain_de_Wit:799:-	6750	
Adenovirus:Type_14_Strain_de_Wit:120:+	135	Adenovirus:Type_14_Strain_de_Wit:800:-	6800	
Adenovirus:Type_14_Strain_de_Wit:121:+	136	Adenovirus:Type_14_Strain_de_Wit:801:-	6850	
Adenovirus:Type_14_Strain_de_Wit:122:+	137	Adenovirus:Type_14_Strain_de_Wit:802:-	6900	
Adenovirus:Type_14_Strain_de_Wit:123:+	138	Adenovirus:Type_14_Strain_de_Wit:803:-	6950	
Adenovirus:Type_14_Strain_de_Wit:124:+	139	Adenovirus:Type_14_Strain_de_Wit:804:-	7000	
Adenovirus:Type_14_Strain_de_Wit:125:+	140	Adenovirus:Type_14_Strain_de_Wit:805:-	7050	
Adenovirus:Type_14_Strain_de_Wit:126:+	141	Adenovirus:Type_14_Strain_de_Wit:806:-	7100	
Adenovirus:Type_14_Strain_de_Wit:127:+	142	Adenovirus:Type_14_Strain_de_Wit:807:-	7150	
Adenovirus:Type_14_Strain_de_Wit:128:+	143	Adenovirus:Type_14_Strain_de_Wit:808:-	7200	
Adenovirus:Type_14_Strain_de_Wit:129:+	144	Adenovirus:Type_14_Strain_de_Wit:809:-	7250	
Adenovirus:Type_14_Strain_de_Wit:130:+	145	Adenovirus:Type_14_Strain_de_Wit:810:-	7300	
Adenovirus:Type_14_Strain_de_Wit:131:+	146	Adenovirus:Type_14_Strain_de_Wit:811:-	7350	
Adenovirus:Type_14_Strain_de_Wit:132:+	147	Adenovirus:Type_14_Strain_de_Wit:812:-	7400	
Adenovirus:Type_14_Strain_de_Wit:133:+	148	Adenovirus:Type_14_Strain_de_Wit:813:-	7450	
Adenovirus:Type_14_Strain_de_Wit:134:+	149	Adenovirus:Type_14_Strain_de_Wit:814:-	7500	
Adenovirus:Type_14_Strain_de_Wit:135:+	150	Adenovirus:Type_14_Strain_de_Wit:815:-	7550	
Adenovirus:Type_14_Strain_de_Wit:136:+	151	Adenovirus:Type_14_Strain_de_Wit:816:-	7600	
Adenovirus:Type_14_Strain_de_Wit:137:+	152	Adenovirus:Type_14_Strain_de_Wit:817:-	7650	
Adenovirus:Type_14_Strain_de_Wit:138:+	153	Adenovirus:Type_14_Strain_de_Wit:818:-	7700	
Adenovirus:Type_14_Strain_de_Wit:139:+	154	Adenovirus:Type_14_Strain_de_Wit:819:-	7750	
Adenovirus:Type_14_Strain_de_Wit:140:+	155	Adenovirus:Type_14_Strain_de_Wit:820:-	7800	
Adenovirus:Type_14_Strain_de_Wit:141:+	156	Adenovirus:Type_14_Strain_de_Wit:821:-	7850	
Adenovirus:Type_14_Strain_de_Wit:142:+	157	Adenovirus:Type_14_Strain_de_Wit:822:-	7900	
Adenovirus:Type_14_Strain_de_Wit:143:+	158	Adenovirus:Type_14_Strain_de_Wit:823:-	7950	
Adenovirus:Type_14_Strain_de_Wit:144:+	159	Adenovirus:Type_14_Strain_de_Wit:824:-	8000	
Adenovirus:Type_14_Strain_de_Wit:145:+	160	Adenovirus:Type_14_Strain_de_Wit:825:-	8050	
Adenovirus:Type_14_Strain_de_Wit:146:+	161	Adenovirus:Type_14_Strain_de_Wit:826:-	8100	
Adenovirus:Type_14_Strain_de_Wit:147:+	162	Adenovirus:Type_14_Strain_de_Wit:827:-	8150	
Adenovirus:Type_14_Strain_de_Wit:148:+	163	Adenovirus:Type_14_Strain_de_Wit:828:-	8200	
Adenovirus:Type_14_Strain_de_Wit:149:+	164	Adenovirus:Type_14_Strain_de_Wit:829:-	8250	
Adenovirus:Type_14_Strain_de_Wit:150:+	165	Adenovirus:Type_14_Strain_de_Wit:830:-	8300	
Adenovirus:Type_14_Strain_de_Wit:151:+	166	Adenovirus:Type_14_Strain_de_Wit:831:-	8350	
Adenovirus:Type_14_Strain_de_Wit:152:+	167	Adenovirus:Type_14_Strain_de_Wit:832:-	8400	
Adenovirus:Type_14_Strain_de_Wit:153:+	168	Adenovirus:Type_14_Strain_de_Wit:833:-	8450	
Adenovirus:Type_14_Strain_de_Wit:154:+	169	Adenovirus:Type_14_Strain_de_Wit:834:-	8500	
Adenovirus:Type_14_Strain_de_Wit:155:+	170	Adenovirus:Type_14_Strain_de_Wit:835:-	8550	
Adenovirus:Type_14_Strain_de_Wit:156:+	171	Adenovirus:Type_14_Strain_de_Wit:836:-	8600	
Adenovirus:Type_14_Strain_de_Wit:157:+	172	Adenovirus:Type_14_Strain_de_Wit:837:-	8650	
Adenovirus:Type_14_Strain_de_Wit:158:+	173	Adenovirus:Type_14_Strain_de_Wit:838:-	8700	
Adenovirus:Type_14_Strain_de_Wit:159:+	174	Adenovirus:Type_14_Strain_de_Wit:839:-	8750	
Adenovirus:Type_14_Strain_de_Wit:160:+	175	Adenovirus:Type_14_Strain_de_Wit:840:-	8800	
Adenovirus:Type_14_Strain_de_Wit:161:+	176	Adenovirus:Type_14_Strain_de_Wit:841:-	8850	
Adenovirus:Type_14_Strain_de_Wit:162:+	177	Adenovirus:Type_14_Strain_de_Wit:842:-	8900	
Adenovirus:Type_14_Strain_de_Wit:163:+	178	Adenovirus:Type_14_Strain_de_Wit:843:-	8950	
Adenovirus:Type_14_Strain_de_Wit:164:+	179	Adenovirus:Type_14_Strain_de_Wit:844:-	9000	
Adenovirus:Type_14_Strain_de_Wit:165:+	180	Adenovirus:Type_14_Strain_de_Wit:845:-	9050	
Adenovirus:Type_14_Strain_de_Wit:166:+	181	Adenovirus:Type_14_Strain_de_Wit:846:-	9100	
Adenovirus:Type_14_Strain_de_Wit:167:+	182	Adenovirus:Type_14_Strain_de_Wit:847:-	9150	
Adenovirus:Type_14_Strain_de_Wit:168:+	183	Adenovirus:Type_14_Strain_de_Wit:848:-	9200	
Adenovirus:Type_14_Strain_de_Wit:169:+	184	Adenovirus:Type_14_Strain_de_Wit:849:-	9250	
Adenovirus:Type_14_Strain_de_Wit:170:+	185	Adenovirus:Type_14_Strain_de_Wit:850:-	9300	
Adenovirus:Type_14_Strain_de_Wit:171:+	186	Adenovirus:Type_14_Strain_de_Wit:851:-	9350	
Adenovirus:Type_14_Strain_de_Wit:172:+	187	Adenovirus:Type_14_Strain_de_Wit:852:-	9400	
Adenovirus:Type_14_Strain_de_Wit:173:+	188	Adenovirus:Type_14_Strain_de_Wit:853:-	9450	
Adenovirus:Type_14_Strain_de_Wit:174:+	189	Adenovirus:Type_14_Strain_de_Wit:854:-	9500	
Adenovirus:Type_14_Strain_de_Wit:175:+	190	Adenovirus:Type_14_Strain_de_Wit:855:-	9550	
Adenovirus:Type_14_Strain_de_Wit:176:+	191	Adenovirus:Type_14_Strain_de_Wit:856:-	9600	
Adenovirus:Type_14_Strain_de_Wit:177:+	192	Adenovirus:Type_14_Strain_de_Wit:857:-	9650	
Adenovirus:Type_14_Strain_de_Wit:178:+	193	Adenovirus:Type_14_Strain_de_Wit:858:-	9700	
Adenovirus:Type_14_Strain_de_Wit:179:+	194	Adenovirus:Type_14_Strain_de_Wit:859:-	9750	
Adenovirus:Type_14_Strain_de_Wit:180:+	195	Adenovirus:Type_14_Strain_de_Wit:860:-	9800	
Adenovirus:Type_14_Strain_de_Wit:181:+	196	Adenovirus:Type_14_Strain_de_Wit:861:-	9850	
Adenovirus:Type_14_Strain_de_Wit:182:+	197	Adenovirus:Type_14_Strain_de_Wit:862:-	9900	
Adenovirus:Type_14_Strain_de_Wit:183:+	198	Adenovirus:Type_14_Strain_de_Wit:863:-	9950	
Adenovirus:Type_14_Strain_de_Wit:184:+	199	Adenovirus:Type_14_Strain_de_Wit:864:-	10000	
Adenovirus:Type_14_Strain_de_Wit:185:+	200	Adenovirus:Type_14_Strain_de_Wit:865:-	10050	
Adenovirus:Type_14_Strain_de_Wit:186:+	201	Adenovirus:Type_14_Strain_de_Wit:866:-	10100	
Adenovirus:Type_14_Strain_de_Wit:187:+	202	Adenovirus:Type_14_Strain_de_Wit:867:-	10150	
Adenovirus:Type_14_Strain_de_Wit:188:+	203	Adenovirus:Type_14_Strain_de_Wit:868:-	10200	
Adenovirus:Type_14_Strain_de_Wit:189:+	204	Adenovirus:Type_14_Strain_de_Wit:869:-	10250	
Adenovirus:Type_14_Strain_de_Wit:190:+	205	Adenovirus:Type_14_Strain_de_Wit:870:-	10300	
Adenovirus:Type_14_Strain_de_Wit:191:+	206	Adenovirus:Type_14_Strain_de_Wit:871:-	10350	
Adenovirus:Type_14_Strain_de_Wit:192:+	207	Adenovirus:Type_14_Strain_de_Wit:872:-	10400	
Adenovirus:Type_14_Strain_de_Wit:193:+	208	Adenovirus:Type_14_Strain_de_Wit:873:-	10450	
Adenovirus:Type_14_Strain_de_Wit:194:+	209	Adenovirus:Type_14_Strain_de_Wit:874:-	10500	
Adenovirus:Type_14_Strain_de_Wit:195:+	210	Adenovirus:Type_14_Strain_de_Wit:875:-	10550	
Adenovirus:Type_14_Strain_de_Wit:196:+	211	Adenovirus:Type_14_Strain_de_Wit:876:-	10600	
Adenovirus:Type_14_Strain_de_Wit:197:+	212	Adenovirus:Type_14_Strain_de_Wit:877:-	10650	
Adenovirus:Type_14_Strain_de_Wit:198:+	213	Adenovirus:Type_14_Strain_de_Wit:878:-	10700	
Adenovirus:Type_14_Strain_de_Wit:199:+	214	Adenovirus:Type_14_Strain_de_Wit:879:-	10750	
Adenovirus:Type_14_Strain_de_Wit:200:+	215	Adenovirus:Type_14_Strain_de_Wit:880:-	10800	
Adenovirus:Type_14_Strain_de_Wit:201:+	216	Adenovirus:Type_14_Strain_de_Wit:881:-	10850	
Adenovirus:Type_14_Strain_de_Wit:202:+	217	Adenovirus:Type_14_Strain_de_Wit:882:-	10900	
Adenovirus:Type_14_Strain_de_Wit:203:+	218	Adenovirus:Type_14_Strain_de_Wit:883:-	10950	
Adenovirus:Type_14_Strain_de_Wit:204:+	219	Adenovirus:Type_14_Strain_de_Wit:884:-	11000	
Adenovirus:Type_14_Strain_de_Wit:205:+	220	Adenovirus:Type_14_Strain_de_Wit:885:-	11050	
Adenovirus:Type_14_Strain_de_Wit:206:+	221	Adenovirus:Type_14_Strain_de_Wit:886:-	11100	
Adenovirus:Type_14_Strain_de_Wit:207:+	222	Adenovirus:Type_14_Strain_de_Wit:887:-	11150	
Adenovirus:Type_14_Strain_de_Wit:208:+	223	Adenovirus:Type_14_Strain_de_Wit:888:-	11200	
Adenovirus:Type_14_Strain_de_Wit:209:+	224	Adenovirus:Type_14_Strain_de_Wit:889:-	11250	
Adenovirus:Type_14_Strain_de_Wit:210:+	225	Adenovirus:Type_14_Strain_de_Wit:890:-	11300	
Adenovirus:Type_14_Strain_de_Wit:211:+	226	Adenovirus:Type_14_Strain_de_Wit:891:-	11350	
Adenovirus:Type_14_Strain_de_Wit:212:+	227	Adenovirus:Type_14_Strain_de_Wit:892:-	11400	
Adenovirus:Type_14_Strain_de_Wit:213:+	228	Adenovirus:Type_14_Strain_de_Wit:893:-	11450	
Adenovirus:Type_14_Strain_de_Wit:214:+	229	Adenovirus:Type_14_Strain_de_Wit:894:-	11500	
Adenovirus:Type_14_Strain_de_Wit:215:+	230	Adenovirus:Type_14_Strain_de_Wit:895:-	11550	
Adenovirus:Type_14_Strain_de_Wit:216:+	231	Adenovirus:Type_14_Strain_de_Wit:896:-	11600	
Adenovirus:Type_14_Strain_de_Wit:217:+	232	Adenovirus:Type_14_Strain_de_Wit:897:-	11650	
Adenovirus:Type_14_Strain_de_Wit:218:+	233	Adenovirus:Type_14_Strain_de_Wit:898:-	11700	
Adenovirus:Type_14_Strain_de_Wit:219:+	234	Adenovirus:Type_14_Strain_de_Wit:899:-	11750	
Adenovirus:Type_14_Strain_de_Wit:220:+	235	Adenovirus:Type_14_Strain_de_Wit:900:-	11800	
Adenovirus:Type_14_Strain_de_Wit:221:+	236	Adenovirus:Type_14_Strain_de_Wit:901:-	11850	
Adenovirus:Type_14_Strain_de_Wit:222:+	237	Adenovirus:Type_14_Strain_de_Wit:902:-	11900	
Adenovirus:Type_14_Strain_de_Wit:223:+	238	Adenovirus:Type_14_Strain_de_Wit:903:-	11950	
Adenovirus:Type_14_Strain_de_Wit:224:+	239	Adenovirus:Type_14_Strain_de_Wit:904:-	12000	
Adenovirus:Type_14_Strain_de_Wit:225:+	240	Adenovirus:Type_14_Strain_de_Wit:905:-	12050	
