sense	number	antisense	bp
Adenovirus:Type_11_Strain_Slobitski:27:+	27	Adenovirus:Type_11_Strain_Slobitski:720:-	1400
Adenovirus:Type_11_Strain_Slobitski:28:+	28	Adenovirus:Type_11_Strain_Slobitski:721:-	1450
Adenovirus:Type_11_Strain_Slobitski:29:+	29	Adenovirus:Type_11_Strain_Slobitski:722:-	1500
Adenovirus:Type_11_Strain_Slobitski:30:+	30	Adenovirus:Type_11_Strain_Slobitski:723:-	1550
Adenovirus:Type_11_Strain_Slobitski:31:+	31	Adenovirus:Type_11_Strain_Slobitski:724:-	1600
Adenovirus:Type_11_Strain_Slobitski:32:+	32	Adenovirus:Type_11_Strain_Slobitski:725:-	1650
Adenovirus:Type_11_Strain_Slobitski:33:+	33	Adenovirus:Type_11_Strain_Slobitski:726:-	1700
Adenovirus:Type_11_Strain_Slobitski:34:+	34	Adenovirus:Type_11_Strain_Slobitski:727:-	1750
Adenovirus:Type_11_Strain_Slobitski:35:+	35	Adenovirus:Type_11_Strain_Slobitski:728:-	1800
Adenovirus:Type_11_Strain_Slobitski:36:+	36	Adenovirus:Type_11_Strain_Slobitski:729:-	1850
Adenovirus:Type_11_Strain_Slobitski:37:+	37	Adenovirus:Type_11_Strain_Slobitski:730:-	1900
Adenovirus:Type_11_Strain_Slobitski:38:+	38	Adenovirus:Type_11_Strain_Slobitski:731:-	1950
Adenovirus:Type_11_Strain_Slobitski:39:+	39	Adenovirus:Type_11_Strain_Slobitski:732:-	2000
Adenovirus:Type_11_Strain_Slobitski:40:+	40	Adenovirus:Type_11_Strain_Slobitski:733:-	2050
Adenovirus:Type_11_Strain_Slobitski:41:+	41	Adenovirus:Type_11_Strain_Slobitski:734:-	2100
Adenovirus:Type_11_Strain_Slobitski:42:+	42	Adenovirus:Type_11_Strain_Slobitski:735:-	2150
Adenovirus:Type_11_Strain_Slobitski:43:+	43	Adenovirus:Type_11_Strain_Slobitski:736:-	2200
Adenovirus:Type_11_Strain_Slobitski:44:+	44	Adenovirus:Type_11_Strain_Slobitski:737:-	2250
Adenovirus:Type_11_Strain_Slobitski:45:+	45	Adenovirus:Type_11_Strain_Slobitski:738:-	2300
Adenovirus:Type_11_Strain_Slobitski:46:+	46	Adenovirus:Type_11_Strain_Slobitski:739:-	2350
Adenovirus:Type_11_Strain_Slobitski:47:+	47	Adenovirus:Type_11_Strain_Slobitski:740:-	2400
Adenovirus:Type_11_Strain_Slobitski:48:+	48	Adenovirus:Type_11_Strain_Slobitski:741:-	2450
Adenovirus:Type_11_Strain_Slobitski:49:+	49	Adenovirus:Type_11_Strain_Slobitski:742:-	2500
Adenovirus:Type_11_Strain_Slobitski:50:+	50	Adenovirus:Type_11_Strain_Slobitski:743:-	2550
Adenovirus:Type_11_Strain_Slobitski:51:+	51	Adenovirus:Type_11_Strain_Slobitski:744:-	2600
Adenovirus:Type_11_Strain_Slobitski:52:+	52	Adenovirus:Type_11_Strain_Slobitski:745:-	2650
Adenovirus:Type_11_Strain_Slobitski:53:+	53	Adenovirus:Type_11_Strain_Slobitski:746:-	2700
Adenovirus:Type_11_Strain_Slobitski:54:+	54	Adenovirus:Type_11_Strain_Slobitski:747:-	2750
Adenovirus:Type_11_Strain_Slobitski:55:+	55	Adenovirus:Type_11_Strain_Slobitski:748:-	2800
Adenovirus:Type_11_Strain_Slobitski:56:+	56	Adenovirus:Type_11_Strain_Slobitski:749:-	2850
Adenovirus:Type_11_Strain_Slobitski:57:+	57	Adenovirus:Type_11_Strain_Slobitski:750:-	2900
Adenovirus:Type_11_Strain_Slobitski:58:+	58	Adenovirus:Type_11_Strain_Slobitski:751:-	2950
Adenovirus:Type_11_Strain_Slobitski:59:+	59	Adenovirus:Type_11_Strain_Slobitski:752:-	3000
Adenovirus:Type_11_Strain_Slobitski:60:+	60	Adenovirus:Type_11_Strain_Slobitski:753:-	3050
Adenovirus:Type_11_Strain_Slobitski:61:+	61	Adenovirus:Type_11_Strain_Slobitski:754:-	3100
Adenovirus:Type_11_Strain_Slobitski:62:+	62	Adenovirus:Type_11_Strain_Slobitski:755:-	3150
Adenovirus:Type_11_Strain_Slobitski:63:+	63	Adenovirus:Type_11_Strain_Slobitski:756:-	3200
Adenovirus:Type_11_Strain_Slobitski:64:+	64	Adenovirus:Type_11_Strain_Slobitski:757:-	3250
Adenovirus:Type_11_Strain_Slobitski:65:+	65	Adenovirus:Type_11_Strain_Slobitski:758:-	3300
Adenovirus:Type_11_Strain_Slobitski:66:+	66	Adenovirus:Type_11_Strain_Slobitski:759:-	3350
Adenovirus:Type_11_Strain_Slobitski:67:+	67	Adenovirus:Type_11_Strain_Slobitski:760:-	3400
Adenovirus:Type_11_Strain_Slobitski:68:+	68	Adenovirus:Type_11_Strain_Slobitski:761:-	3450
Adenovirus:Type_11_Strain_Slobitski:69:+	69	Adenovirus:Type_11_Strain_Slobitski:762:-	3500
Adenovirus:Type_11_Strain_Slobitski:70:+	70	Adenovirus:Type_11_Strain_Slobitski:763:-	3550
Adenovirus:Type_11_Strain_Slobitski:71:+	71	Adenovirus:Type_11_Strain_Slobitski:764:-	3600
Adenovirus:Type_11_Strain_Slobitski:72:+	72	Adenovirus:Type_11_Strain_Slobitski:765:-	3650
Adenovirus:Type_11_Strain_Slobitski:73:+	73	Adenovirus:Type_11_Strain_Slobitski:766:-	3700
Adenovirus:Type_11_Strain_Slobitski:74:+	74	Adenovirus:Type_11_Strain_Slobitski:767:-	3750
Adenovirus:Type_11_Strain_Slobitski:75:+	75	Adenovirus:Type_11_Strain_Slobitski:768:-	3800
Adenovirus:Type_11_Strain_Slobitski:76:+	76	Adenovirus:Type_11_Strain_Slobitski:769:-	3850
Adenovirus:Type_11_Strain_Slobitski:77:+	77	Adenovirus:Type_11_Strain_Slobitski:770:-	3900
Adenovirus:Type_11_Strain_Slobitski:78:+	78	Adenovirus:Type_11_Strain_Slobitski:771:-	3950
Adenovirus:Type_11_Strain_Slobitski:79:+	79	Adenovirus:Type_11_Strain_Slobitski:772:-	4000
Adenovirus:Type_11_Strain_Slobitski:80:+	80	Adenovirus:Type_11_Strain_Slobitski:773:-	4050
Adenovirus:Type_11_Strain_Slobitski:81:+	81	Adenovirus:Type_11_Strain_Slobitski:774:-	4100
Adenovirus:Type_11_Strain_Slobitski:82:+	82	Adenovirus:Type_11_Strain_Slobitski:775:-	4150
Adenovirus:Type_11_Strain_Slobitski:83:+	83	Adenovirus:Type_11_Strain_Slobitski:776:-	4200
Adenovirus:Type_11_Strain_Slobitski:84:+	84	Adenovirus:Type_11_Strain_Slobitski:777:-	4250
Adenovirus:Type_11_Strain_Slobitski:85:+	85	Adenovirus:Type_11_Strain_Slobitski:778:-	4300
Adenovirus:Type_11_Strain_Slobitski:86:+	86	Adenovirus:Type_11_Strain_Slobitski:779:-	4350
Adenovirus:Type_11_Strain_Slobitski:87:+	87	Adenovirus:Type_11_Strain_Slobitski:780:-	4400
Adenovirus:Type_11_Strain_Slobitski:88:+	88	Adenovirus:Type_11_Strain_Slobitski:781:-	4450
Adenovirus:Type_11_Strain_Slobitski:89:+	89	Adenovirus:Type_11_Strain_Slobitski:782:-	4500
Adenovirus:Type_11_Strain_Slobitski:90:+	90	Adenovirus:Type_11_Strain_Slobitski:783:-	4550
Adenovirus:Type_11_Strain_Slobitski:91:+	91	Adenovirus:Type_11_Strain_Slobitski:784:-	4600
Adenovirus:Type_11_Strain_Slobitski:92:+	92	Adenovirus:Type_11_Strain_Slobitski:785:-	4650
Adenovirus:Type_11_Strain_Slobitski:93:+	93	Adenovirus:Type_11_Strain_Slobitski:786:-	4700
Adenovirus:Type_11_Strain_Slobitski:94:+	94	Adenovirus:Type_11_Strain_Slobitski:787:-	4750
Adenovirus:Type_11_Strain_Slobitski:95:+	95	Adenovirus:Type_11_Strain_Slobitski:788:-	4800
Adenovirus:Type_11_Strain_Slobitski:96:+	96	Adenovirus:Type_11_Strain_Slobitski:789:-	4850
Adenovirus:Type_11_Strain_Slobitski:97:+	97	Adenovirus:Type_11_Strain_Slobitski:790:-	4900
Adenovirus:Type_11_Strain_Slobitski:98:+	98	Adenovirus:Type_11_Strain_Slobitski:791:-	4950
Adenovirus:Type_11_Strain_Slobitski:99:+	99	Adenovirus:Type_11_Strain_Slobitski:792:-	5000
Adenovirus:Type_11_Strain_Slobitski:100:+	100	Adenovirus:Type_11_Strain_Slobitski:793:-	5050
Adenovirus:Type_11_Strain_Slobitski:101:+	101	Adenovirus:Type_11_Strain_Slobitski:794:-	5100
Adenovirus:Type_11_Strain_Slobitski:102:+	102	Adenovirus:Type_11_Strain_Slobitski:795:-	5150
Adenovirus:Type_11_Strain_Slobitski:103:+	103	Adenovirus:Type_11_Strain_Slobitski:796:-	5200
Adenovirus:Type_11_Strain_Slobitski:104:+	104	Adenovirus:Type_11_Strain_Slobitski:797:-	5250
Adenovirus:Type_11_Strain_Slobitski:105:+	105	Adenovirus:Type_11_Strain_Slobitski:798:-	5300
Adenovirus:Type_11_Strain_Slobitski:106:+	106	Adenovirus:Type_11_Strain_Slobitski:799:-	5350
Adenovirus:Type_11_Strain_Slobitski:107:+	107	Adenovirus:Type_11_Strain_Slobitski:800:-	5400
Adenovirus:Type_11_Strain_Slobitski:108:+	108	Adenovirus:Type_11_Strain_Slobitski:801:-	5450
Adenovirus:Type_11_Strain_Slobitski:109:+	109	Adenovirus:Type_11_Strain_Slobitski:802:-	5500
Adenovirus:Type_11_Strain_Slobitski:110:+	110	Adenovirus:Type_11_Strain_Slobitski:803:-	5550
Adenovirus:Type_11_Strain_Slobitski:111:+	111	Adenovirus:Type_11_Strain_Slobitski:804:-	5600
Adenovirus:Type_11_Strain_Slobitski:112:+	112	Adenovirus:Type_11_Strain_Slobitski:805:-	5650
Adenovirus:Type_11_Strain_Slobitski:113:+	113	Adenovirus:Type_11_Strain_Slobitski:806:-	5700
Adenovirus:Type_11_Strain_Slobitski:114:+	114	Adenovirus:Type_11_Strain_Slobitski:807:-	5750
Adenovirus:Type_11_Strain_Slobitski:115:+	115	Adenovirus:Type_11_Strain_Slobitski:808:-	5800
Adenovirus:Type_11_Strain_Slobitski:116:+	116	Adenovirus:Type_11_Strain_Slobitski:809:-	5850
Adenovirus:Type_11_Strain_Slobitski:117:+	117	Adenovirus:Type_11_Strain_Slobitski:810:-	5900
Adenovirus:Type_11_Strain_Slobitski:118:+	118	Adenovirus:Type_11_Strain_Slobitski:811:-	5950
Adenovirus:Type_11_Strain_Slobitski:119:+	119	Adenovirus:Type_11_Strain_Slobitski:812:-	6000
Adenovirus:Type_11_Strain_Slobitski:120:+	120	Adenovirus:Type_11_Strain_Slobitski:813:-	6050
Adenovirus:Type_11_Strain_Slobitski:121:+	121	Adenovirus:Type_11_Strain_Slobitski:814:-	6100
Adenovirus:Type_11_Strain_Slobitski:122:+	122	Adenovirus:Type_11_Strain_Slobitski:815:-	6150
Adenovirus:Type_11_Strain_Slobitski:123:+	123	Adenovirus:Type_11_Strain_Slobitski:816:-	6200
Adenovirus:Type_11_Strain_Slobitski:124:+	124	Adenovirus:Type_11_Strain_Slobitski:817:-	6250
Adenovirus:Type_11_Strain_Slobitski:125:+	125	Adenovirus:Type_11_Strain_Slobitski:818:-	6300
Adenovirus:Type_11_Strain_Slobitski:126:+	126	Adenovirus:Type_11_Strain_Slobitski:819:-	6350
Adenovirus:Type_11_Strain_Slobitski:127:+	127	Adenovirus:Type_11_Strain_Slobitski:820:-	6400
Adenovirus:Type_11_Strain_Slobitski:128:+	128	Adenovirus:Type_11_Strain_Slobitski:821:-	6450
Adenovirus:Type_11_Strain_Slobitski:129:+	129	Adenovirus:Type_11_Strain_Slobitski:822:-	6500
Adenovirus:Type_11_Strain_Slobitski:130:+	130	Adenovirus:Type_11_Strain_Slobitski:823:-	6550
Adenovirus:Type_11_Strain_Slobitski:131:+	131	Adenovirus:Type_11_Strain_Slobitski:824:-	6600
Adenovirus:Type_11_Strain_Slobitski:132:+	132	Adenovirus:Type_11_Strain_Slobitski:825:-	6650
Adenovirus:Type_11_Strain_Slobitski:133:+	133	Adenovirus:Type_11_Strain_Slobitski:826:-	6700
Adenovirus:Type_11_Strain_Slobitski:134:+	134	Adenovirus:Type_11_Strain_Slobitski:827:-	6750
Adenovirus:Type_11_Strain_Slobitski:135:+	135	Adenovirus:Type_11_Strain_Slobitski:828:-	6800
Adenovirus:Type_11_Strain_Slobitski:136:+	136	Adenovirus:Type_11_Strain_Slobitski:829:-	6850
Adenovirus:Type_11_Strain_Slobitski:137:+	137	Adenovirus:Type_11_Strain_Slobitski:830:-	6900
Adenovirus:Type_11_Strain_Slobitski:138:+	138	Adenovirus:Type_11_Strain_Slobitski:831:-	6950
Adenovirus:Type_11_Strain_Slobitski:139:+	139	Adenovirus:Type_11_Strain_Slobitski:832:-	7000
Adenovirus:Type_11_Strain_Slobitski:140:+	140	Adenovirus:Type_11_Strain_Slobitski:833:-	7050
Adenovirus:Type_11_Strain_Slobitski:141:+	141	Adenovirus:Type_11_Strain_Slobitski:834:-	7100
Adenovirus:Type_11_Strain_Slobitski:142:+	142	Adenovirus:Type_11_Strain_Slobitski:835:-	7150
Adenovirus:Type_11_Strain_Slobitski:143:+	143	Adenovirus:Type_11_Strain_Slobitski:836:-	7200
Adenovirus:Type_11_Strain_Slobitski:144:+	144	Adenovirus:Type_11_Strain_Slobitski:837:-	7250
Adenovirus:Type_11_Strain_Slobitski:145:+	145	Adenovirus:Type_11_Strain_Slobitski:838:-	7300
Adenovirus:Type_11_Strain_Slobitski:146:+	146	Adenovirus:Type_11_Strain_Slobitski:839:-	7350
Adenovirus:Type_11_Strain_Slobitski:147:+	147	Adenovirus:Type_11_Strain_Slobitski:840:-	7400
Adenovirus:Type_11_Strain_Slobitski:148:+	148	Adenovirus:Type_11_Strain_Slobitski:841:-	7450
Adenovirus:Type_11_Strain_Slobitski:149:+	149	Adenovirus:Type_11_Strain_Slobitski:842:-	7500
Adenovirus:Type_11_Strain_Slobitski:150:+	150	Adenovirus:Type_11_Strain_Slobitski:843:-	7550
Adenovirus:Type_11_Strain_Slobitski:151:+	151	Adenovirus:Type_11_Strain_Slobitski:844:-	7600
Adenovirus:Type_11_Strain_Slobitski:152:+	152	Adenovirus:Type_11_Strain_Slobitski:845:-	7650
Adenovirus:Type_11_Strain_Slobitski:153:+	153	Adenovirus:Type_11_Strain_Slobitski:846:-	7700
Adenovirus:Type_11_Strain_Slobitski:154:+	154	Adenovirus:Type_11_Strain_Slobitski:847:-	7750
Adenovirus:Type_11_Strain_Slobitski:155:+	155	Adenovirus:Type_11_Strain_Slobitski:848:-	7800
Adenovirus:Type_11_Strain_Slobitski:156:+	156	Adenovirus:Type_11_Strain_Slobitski:849:-	7850
Adenovirus:Type_11_Strain_Slobitski:157:+	157	Adenovirus:Type_11_Strain_Slobitski:850:-	7900
Adenovirus:Type_11_Strain_Slobitski:158:+	158	Adenovirus:Type_11_Strain_Slobitski:851:-	7950
Adenovirus:Type_11_Strain_Slobitski:159:+	159	Adenovirus:Type_11_Strain_Slobitski:852:-	8000
Adenovirus:Type_11_Strain_Slobitski:160:+	160	Adenovirus:Type_11_Strain_Slobitski:853:-	8050
Adenovirus:Type_11_Strain_Slobitski:161:+	161	Adenovirus:Type_11_Strain_Slobitski:854:-	8100
Adenovirus:Type_11_Strain_Slobitski:162:+	162	Adenovirus:Type_11_Strain_Slobitski:855:-	8150
Adenovirus:Type_11_Strain_Slobitski:163:+	163	Adenovirus:Type_11_Strain_Slobitski:856:-	8200
Adenovirus:Type_11_Strain_Slobitski:164:+	164	Adenovirus:Type_11_Strain_Slobitski:857:-	8250
Adenovirus:Type_11_Strain_Slobitski:165:+	165	Adenovirus:Type_11_Strain_Slobitski:858:-	8300
Adenovirus:Type_11_Strain_Slobitski:166:+	166	Adenovirus:Type_11_Strain_Slobitski:859:-	8350
Adenovirus:Type_11_Strain_Slobitski:167:+	167	Adenovirus:Type_11_Strain_Slobitski:860:-	8400
Adenovirus:Type_11_Strain_Slobitski:168:+	168	Adenovirus:Type_11_Strain_Slobitski:861:-	8450
Adenovirus:Type_11_Strain_Slobitski:169:+	169	Adenovirus:Type_11_Strain_Slobitski:862:-	8500
Adenovirus:Type_11_Strain_Slobitski:170:+	170	Adenovirus:Type_11_Strain_Slobitski:863:-	8550
Adenovirus:Type_11_Strain_Slobitski:171:+	171	Adenovirus:Type_11_Strain_Slobitski:864:-	8600
Adenovirus:Type_11_Strain_Slobitski:172:+	172	Adenovirus:Type_11_Strain_Slobitski:865:-	8650
Adenovirus:Type_11_Strain_Slobitski:173:+	173	Adenovirus:Type_11_Strain_Slobitski:866:-	8700
Adenovirus:Type_11_Strain_Slobitski:174:+	174	Adenovirus:Type_11_Strain_Slobitski:867:-	8750
Adenovirus:Type_11_Strain_Slobitski:175:+	175	Adenovirus:Type_11_Strain_Slobitski:868:-	8800
Adenovirus:Type_11_Strain_Slobitski:176:+	176	Adenovirus:Type_11_Strain_Slobitski:869:-	8850
Adenovirus:Type_11_Strain_Slobitski:177:+	177	Adenovirus:Type_11_Strain_Slobitski:870:-	8900
Adenovirus:Type_11_Strain_Slobitski:178:+	178	Adenovirus:Type_11_Strain_Slobitski:871:-	8950
Adenovirus:Type_11_Strain_Slobitski:179:+	179	Adenovirus:Type_11_Strain_Slobitski:872:-	9000
Adenovirus:Type_11_Strain_Slobitski:180:+	180	Adenovirus:Type_11_Strain_Slobitski:873:-	9050
Adenovirus:Type_11_Strain_Slobitski:181:+	181	Adenovirus:Type_11_Strain_Slobitski:874:-	9100
Adenovirus:Type_11_Strain_Slobitski:182:+	182	Adenovirus:Type_11_Strain_Slobitski:875:-	9150
Adenovirus:Type_11_Strain_Slobitski:183:+	183	Adenovirus:Type_11_Strain_Slobitski:876:-	9200
Adenovirus:Type_11_Strain_Slobitski:184:+	184	Adenovirus:Type_11_Strain_Slobitski:877:-	9250
Adenovirus:Type_11_Strain_Slobitski:185:+	185	Adenovirus:Type_11_Strain_Slobitski:878:-	9300
Adenovirus:Type_11_Strain_Slobitski:186:+	186	Adenovirus:Type_11_Strain_Slobitski:879:-	9350
Adenovirus:Type_11_Strain_Slobitski:187:+	187	Adenovirus:Type_11_Strain_Slobitski:880:-	9400
Adenovirus:Type_11_Strain_Slobitski:188:+	188	Adenovirus:Type_11_Strain_Slobitski:881:-	9450
Adenovirus:Type_11_Strain_Slobitski:189:+	189	Adenovirus:Type_11_Strain_Slobitski:882:-	9500
Adenovirus:Type_11_Strain_Slobitski:190:+	190	Adenovirus:Type_11_Strain_Slobitski:883:-	9550
Adenovirus:Type_11_Strain_Slobitski:191:+	191	Adenovirus:Type_11_Strain_Slobitski:884:-	9600
Adenovirus:Type_11_Strain_Slobitski:192:+	192	Adenovirus:Type_11_Strain_Slobitski:885:-	9650
Adenovirus:Type_11_Strain_Slobitski:193:+	193	Adenovirus:Type_11_Strain_Slobitski:886:-	9700
Adenovirus:Type_11_Strain_Slobitski:194:+	194	Adenovirus:Type_11_Strain_Slobitski:887:-	9750
Adenovirus:Type_11_Strain_Slobitski:195:+	195	Adenovirus:Type_11_Strain_Slobitski:888:-	9800
Adenovirus:Type_11_Strain_Slobitski:196:+	196	Adenovirus:Type_11_Strain_Slobitski:889:-	9850
Adenovirus:Type_11_Strain_Slobitski:197:+	197	Adenovirus:Type_11_Strain_Slobitski:890:-	9900
Adenovirus:Type_11_Strain_Slobitski:198:+	198	Adenovirus:Type_11_Strain_Slobitski:891:-	9950
Adenovirus:Type_11_Strain_Slobitski:199:+	199	Adenovirus:Type_11_Strain_Slobitski:892:-	10000
Adenovirus:Type_11_Strain_Slobitski:200:+	200	Adenovirus:Type_11_Strain_Slobitski:893:-	10050
Adenovirus:Type_11_Strain_Slobitski:201:+	201	Adenovirus:Type_11_Strain_Slobitski:894:-	10100
Adenovirus:Type_11_Strain_Slobitski:202:+	202	Adenovirus:Type_11_Strain_Slobitski:895:-	10150
Adenovirus:Type_11_Strain_Slobitski:203:+	203	Adenovirus:Type_11_Strain_Slobitski:896:-	10200
Adenovirus:Type_11_Strain_Slobitski:204:+	204	Adenovirus:Type_11_Strain_Slobitski:897:-	10250
Adenovirus:Type_11_Strain_Slobitski:205:+	205	Adenovirus:Type_11_Strain_Slobitski:898:-	10300
Adenovirus:Type_11_Strain_Slobitski:206:+	206	Adenovirus:Type_11_Strain_Slobitski:899:-	10350
Adenovirus:Type_11_Strain_Slobitski:207:+	207	Adenovirus:Type_11_Strain_Slobitski:900:-	10400
Adenovirus:Type_11_Strain_Slobitski:208:+	208	Adenovirus:Type_11_Strain_Slobitski:901:-	10450
Adenovirus:Type_11_Strain_Slobitski:209:+	209	Adenovirus:Type_11_Strain_Slobitski:902:-	10500
Adenovirus:Type_11_Strain_Slobitski:210:+	210	Adenovirus:Type_11_Strain_Slobitski:903:-	10550
Adenovirus:Type_11_Strain_Slobitski:211:+	211	Adenovirus:Type_11_Strain_Slobitski:904:-	10600
Adenovirus:Type_11_Strain_Slobitski:212:+	212	Adenovirus:Type_11_Strain_Slobitski:905:-	10650
Adenovirus:Type_11_Strain_Slobitski:213:+	213	Adenovirus:Type_11_Strain_Slobitski:906:-	10700
Adenovirus:Type_11_Strain_Slobitski:214:+	214	Adenovirus:Type_11_Strain_Slobitski:907:-	10750
Adenovirus:Type_11_Strain_Slobitski:215:+	215	Adenovirus:Type_11_Strain_Slobitski:908:-	10800
Adenovirus:Type_11_Strain_Slobitski:216:+	216	Adenovirus:Type_11_Strain_Slobitski:909:-	10850
Adenovirus:Type_11_Strain_Slobitski:217:+	217	Adenovirus:Type_11_Strain_Slobitski:910:-	10900
Adenovirus:Type_11_Strain_Slobitski:218:+	218	Adenovirus:Type_11_Strain_Slobitski:911:-	10950
Adenovirus:Type_11_Strain_Slobitski:219:+	219	Adenovirus:Type_11_Strain_Slobitski:912:-	11000
Adenovirus:Type_11_Strain_Slobitski:220:+	220	Adenovirus:Type_11_Strain_Slobitski:913:-	11050
Adenovirus:Type_11_Strain_Slobitski:221:+	221	Adenovirus:Type_11_Strain_Slobitski:914:-	11100
Adenovirus:Type_11_Strain_Slobitski:222:+	222	Adenovirus:Type_11_Strain_Slobitski:915:-	11150
Adenovirus:Type_11_Strain_Slobitski:223:+	223	Adenovirus:Type_11_Strain_Slobitski:916:-	11200
Adenovirus:Type_11_Strain_Slobitski:224:+	224	Adenovirus:Type_11_Strain_Slobitski:917:-	11250
Adenovirus:Type_11_Strain_Slobitski:225:+	225	Adenovirus:Type_11_Strain_Slobitski:918:-	11300
Adenovirus:Type_11_Strain_Slobitski:226:+	226	Adenovirus:Type_11_Strain_Slobitski:919:-	11350
Adenovirus:Type_11_Strain_Slobitski:227:+	227	Adenovirus:Type_11_Strain_Slobitski:920:-	11400
Adenovirus:Type_11_Strain_Slobitski:228:+	228	Adenovirus:Type_11_Strain_Slobitski:921:-	11450
Adenovirus:Type_11_Strain_Slobitski:229:+	229	Adenovirus:Type_11_Strain_Slobitski:922:-	11500
Adenovirus:Type_11_Strain_Slobitski:230:+	230	Adenovirus:Type_11_Strain_Slobitski:923:-	11550
Adenovirus:Type_11_Strain_Slobitski:231:+	231	Adenovirus:Type_11_Strain_Slobitski:924:-	11600
Adenovirus:Type_11_Strain_Slobitski:232:+	232	Adenovirus:Type_11_Strain_Slobitski:925:-	11650
Adenovirus:Type_11_Strain_Slobitski:233:+	233	Adenovirus:Type_11_Strain_Slobitski:926:-	11700
Adenovirus:Type_11_Strain_Slobitski:234:+	234	Adenovirus:Type_11_Strain_Slobitski:927:-	11750
Adenovirus:Type_11_Strain_Slobitski:235:+	235	Adenovirus:Type_11_Strain_Slobitski:928:-	11800
Adenovirus:Type_11_Strain_Slobitski:236:+	236	Adenovirus:Type_11_Strain_Slobitski:929:-	11850
Adenovirus:Type_11_Strain_Slobitski:237:+	237	Adenovirus:Type_11_Strain_Slobitski:930:-	11900
Adenovirus:Type_11_Strain_Slobitski:238:+	238	Adenovirus:Type_11_Strain_Slobitski:931:-	11950
Adenovirus:Type_11_Strain_Slobitski:239:+	239	Adenovirus:Type_11_Strain_Slobitski:932:-	12000
Adenovirus:Type_11_Strain_Slobitski:240:+	240	Adenovirus:Type_11_Strain_Slobitski:933:-	12050
Adenovirus:Type_11_Strain_Slobitski:241:+	241	Adenovirus:Type_11_Strain_Slobitski:934:-	12100
Adenovirus:Type_11_Strain_Slobitski:242:+	242	Adenovirus:Type_11_Strain_Slobitski:935:-	12150
Adenovirus:Type_11_Strain_Slobitski:243:+	243	Adenovirus:Type_11_Strain_Slobitski:936:-	12200
Adenovirus:Type_11_Strain_Slobitski:244:+	244	Adenovirus:Type_11_Strain_Slobitski:937:-	12250
Adenovirus:Type_11_Strain_Slobitski:245:+	245	Adenovirus:Type_11_Strain_Slobitski:938:-	12300
