sense	number	antisense	bp	
Adenovirus:Type_5_Strain_Adenoid_75:22:+	23	Adenovirus:Type_5_Strain_Adenoid_75:733:-	1200	
Adenovirus:Type_5_Strain_Adenoid_75:23:+	24	Adenovirus:Type_5_Strain_Adenoid_75:734:-	1250	
Adenovirus:Type_5_Strain_Adenoid_75:24:+	25	Adenovirus:Type_5_Strain_Adenoid_75:735:-	1300	
Adenovirus:Type_5_Strain_Adenoid_75:25:+	26	Adenovirus:Type_5_Strain_Adenoid_75:736:-	1350	
Adenovirus:Type_5_Strain_Adenoid_75:26:+	27	Adenovirus:Type_5_Strain_Adenoid_75:737:-	1400	
Adenovirus:Type_5_Strain_Adenoid_75:27:+	28	Adenovirus:Type_5_Strain_Adenoid_75:738:-	1450	
Adenovirus:Type_5_Strain_Adenoid_75:28:+	29	Adenovirus:Type_5_Strain_Adenoid_75:739:-	1500	
Adenovirus:Type_5_Strain_Adenoid_75:29:+	30	Adenovirus:Type_5_Strain_Adenoid_75:740:-	1550	
Adenovirus:Type_5_Strain_Adenoid_75:30:+	31	Adenovirus:Type_5_Strain_Adenoid_75:741:-	1600	
Adenovirus:Type_5_Strain_Adenoid_75:31:+	32	Adenovirus:Type_5_Strain_Adenoid_75:742:-	1650	
Adenovirus:Type_5_Strain_Adenoid_75:32:+	33	Adenovirus:Type_5_Strain_Adenoid_75:743:-	1700	
Adenovirus:Type_5_Strain_Adenoid_75:33:+	34	Adenovirus:Type_5_Strain_Adenoid_75:744:-	1750	
Adenovirus:Type_5_Strain_Adenoid_75:34:+	35	Adenovirus:Type_5_Strain_Adenoid_75:745:-	1800	
Adenovirus:Type_5_Strain_Adenoid_75:35:+	36	Adenovirus:Type_5_Strain_Adenoid_75:746:-	1850	
Adenovirus:Type_5_Strain_Adenoid_75:36:+	37	Adenovirus:Type_5_Strain_Adenoid_75:747:-	1900	
Adenovirus:Type_5_Strain_Adenoid_75:37:+	38	Adenovirus:Type_5_Strain_Adenoid_75:748:-	1950	
Adenovirus:Type_5_Strain_Adenoid_75:38:+	39	Adenovirus:Type_5_Strain_Adenoid_75:749:-	2000	
Adenovirus:Type_5_Strain_Adenoid_75:39:+	40	Adenovirus:Type_5_Strain_Adenoid_75:750:-	2050	
Adenovirus:Type_5_Strain_Adenoid_75:40:+	41	Adenovirus:Type_5_Strain_Adenoid_75:751:-	2100	
Adenovirus:Type_5_Strain_Adenoid_75:41:+	42	Adenovirus:Type_5_Strain_Adenoid_75:752:-	2150	
Adenovirus:Type_5_Strain_Adenoid_75:42:+	43	Adenovirus:Type_5_Strain_Adenoid_75:753:-	2200	
Adenovirus:Type_5_Strain_Adenoid_75:43:+	44	Adenovirus:Type_5_Strain_Adenoid_75:754:-	2250	
Adenovirus:Type_5_Strain_Adenoid_75:44:+	45	Adenovirus:Type_5_Strain_Adenoid_75:755:-	2300	
Adenovirus:Type_5_Strain_Adenoid_75:45:+	46	Adenovirus:Type_5_Strain_Adenoid_75:756:-	2350	
Adenovirus:Type_5_Strain_Adenoid_75:46:+	47	Adenovirus:Type_5_Strain_Adenoid_75:757:-	2400	
Adenovirus:Type_5_Strain_Adenoid_75:47:+	48	Adenovirus:Type_5_Strain_Adenoid_75:758:-	2450	
Adenovirus:Type_5_Strain_Adenoid_75:48:+	49	Adenovirus:Type_5_Strain_Adenoid_75:759:-	2500	
Adenovirus:Type_5_Strain_Adenoid_75:49:+	50	Adenovirus:Type_5_Strain_Adenoid_75:760:-	2550	
Adenovirus:Type_5_Strain_Adenoid_75:50:+	51	Adenovirus:Type_5_Strain_Adenoid_75:761:-	2600	
Adenovirus:Type_5_Strain_Adenoid_75:51:+	52	Adenovirus:Type_5_Strain_Adenoid_75:762:-	2650	
Adenovirus:Type_5_Strain_Adenoid_75:52:+	53	Adenovirus:Type_5_Strain_Adenoid_75:763:-	2700	
Adenovirus:Type_5_Strain_Adenoid_75:53:+	54	Adenovirus:Type_5_Strain_Adenoid_75:764:-	2750	
Adenovirus:Type_5_Strain_Adenoid_75:54:+	55	Adenovirus:Type_5_Strain_Adenoid_75:765:-	2800	
Adenovirus:Type_5_Strain_Adenoid_75:55:+	56	Adenovirus:Type_5_Strain_Adenoid_75:766:-	2850	
Adenovirus:Type_5_Strain_Adenoid_75:56:+	57	Adenovirus:Type_5_Strain_Adenoid_75:767:-	2900	
Adenovirus:Type_5_Strain_Adenoid_75:57:+	58	Adenovirus:Type_5_Strain_Adenoid_75:768:-	2950	
Adenovirus:Type_5_Strain_Adenoid_75:58:+	59	Adenovirus:Type_5_Strain_Adenoid_75:769:-	3000	
Adenovirus:Type_5_Strain_Adenoid_75:59:+	60	Adenovirus:Type_5_Strain_Adenoid_75:770:-	3050	
Adenovirus:Type_5_Strain_Adenoid_75:60:+	61	Adenovirus:Type_5_Strain_Adenoid_75:771:-	3100	
Adenovirus:Type_5_Strain_Adenoid_75:61:+	62	Adenovirus:Type_5_Strain_Adenoid_75:772:-	3150	
Adenovirus:Type_5_Strain_Adenoid_75:62:+	63	Adenovirus:Type_5_Strain_Adenoid_75:773:-	3200	
Adenovirus:Type_5_Strain_Adenoid_75:63:+	64	Adenovirus:Type_5_Strain_Adenoid_75:774:-	3250	
Adenovirus:Type_5_Strain_Adenoid_75:64:+	65	Adenovirus:Type_5_Strain_Adenoid_75:775:-	3300	
Adenovirus:Type_5_Strain_Adenoid_75:65:+	66	Adenovirus:Type_5_Strain_Adenoid_75:776:-	3350	
Adenovirus:Type_5_Strain_Adenoid_75:66:+	67	Adenovirus:Type_5_Strain_Adenoid_75:777:-	3400	
Adenovirus:Type_5_Strain_Adenoid_75:67:+	68	Adenovirus:Type_5_Strain_Adenoid_75:778:-	3450	
Adenovirus:Type_5_Strain_Adenoid_75:68:+	69	Adenovirus:Type_5_Strain_Adenoid_75:779:-	3500	
Adenovirus:Type_5_Strain_Adenoid_75:69:+	70	Adenovirus:Type_5_Strain_Adenoid_75:780:-	3550	
Adenovirus:Type_5_Strain_Adenoid_75:70:+	71	Adenovirus:Type_5_Strain_Adenoid_75:781:-	3600	
Adenovirus:Type_5_Strain_Adenoid_75:71:+	72	Adenovirus:Type_5_Strain_Adenoid_75:782:-	3650	
Adenovirus:Type_5_Strain_Adenoid_75:72:+	73	Adenovirus:Type_5_Strain_Adenoid_75:783:-	3700	
Adenovirus:Type_5_Strain_Adenoid_75:73:+	74	Adenovirus:Type_5_Strain_Adenoid_75:784:-	3750	
Adenovirus:Type_5_Strain_Adenoid_75:74:+	75	Adenovirus:Type_5_Strain_Adenoid_75:785:-	3800	
Adenovirus:Type_5_Strain_Adenoid_75:75:+	76	Adenovirus:Type_5_Strain_Adenoid_75:786:-	3850	
Adenovirus:Type_5_Strain_Adenoid_75:76:+	77	Adenovirus:Type_5_Strain_Adenoid_75:787:-	3900	
Adenovirus:Type_5_Strain_Adenoid_75:77:+	78	Adenovirus:Type_5_Strain_Adenoid_75:788:-	3950	
Adenovirus:Type_5_Strain_Adenoid_75:78:+	79	Adenovirus:Type_5_Strain_Adenoid_75:789:-	4000	
Adenovirus:Type_5_Strain_Adenoid_75:79:+	80	Adenovirus:Type_5_Strain_Adenoid_75:790:-	4050	
Adenovirus:Type_5_Strain_Adenoid_75:80:+	81	Adenovirus:Type_5_Strain_Adenoid_75:791:-	4100	
Adenovirus:Type_5_Strain_Adenoid_75:81:+	82	Adenovirus:Type_5_Strain_Adenoid_75:792:-	4150	
Adenovirus:Type_5_Strain_Adenoid_75:82:+	83	Adenovirus:Type_5_Strain_Adenoid_75:793:-	4200	
Adenovirus:Type_5_Strain_Adenoid_75:83:+	84	Adenovirus:Type_5_Strain_Adenoid_75:794:-	4250	
Adenovirus:Type_5_Strain_Adenoid_75:84:+	85	Adenovirus:Type_5_Strain_Adenoid_75:795:-	4300	
Adenovirus:Type_5_Strain_Adenoid_75:85:+	86	Adenovirus:Type_5_Strain_Adenoid_75:796:-	4350	
Adenovirus:Type_5_Strain_Adenoid_75:86:+	87	Adenovirus:Type_5_Strain_Adenoid_75:797:-	4400	
Adenovirus:Type_5_Strain_Adenoid_75:87:+	88	Adenovirus:Type_5_Strain_Adenoid_75:798:-	4450	
Adenovirus:Type_5_Strain_Adenoid_75:88:+	89	Adenovirus:Type_5_Strain_Adenoid_75:799:-	4500	
Adenovirus:Type_5_Strain_Adenoid_75:89:+	90	Adenovirus:Type_5_Strain_Adenoid_75:800:-	4550	
Adenovirus:Type_5_Strain_Adenoid_75:90:+	91	Adenovirus:Type_5_Strain_Adenoid_75:801:-	4600	
Adenovirus:Type_5_Strain_Adenoid_75:91:+	92	Adenovirus:Type_5_Strain_Adenoid_75:802:-	4650	
Adenovirus:Type_5_Strain_Adenoid_75:92:+	93	Adenovirus:Type_5_Strain_Adenoid_75:803:-	4700	
Adenovirus:Type_5_Strain_Adenoid_75:93:+	94	Adenovirus:Type_5_Strain_Adenoid_75:804:-	4750	
Adenovirus:Type_5_Strain_Adenoid_75:94:+	95	Adenovirus:Type_5_Strain_Adenoid_75:805:-	4800	
Adenovirus:Type_5_Strain_Adenoid_75:95:+	96	Adenovirus:Type_5_Strain_Adenoid_75:806:-	4850	
Adenovirus:Type_5_Strain_Adenoid_75:96:+	97	Adenovirus:Type_5_Strain_Adenoid_75:807:-	4900	
Adenovirus:Type_5_Strain_Adenoid_75:97:+	98	Adenovirus:Type_5_Strain_Adenoid_75:808:-	4950	
Adenovirus:Type_5_Strain_Adenoid_75:98:+	99	Adenovirus:Type_5_Strain_Adenoid_75:809:-	5000	
Adenovirus:Type_5_Strain_Adenoid_75:99:+	100	Adenovirus:Type_5_Strain_Adenoid_75:810:-	5050	
Adenovirus:Type_5_Strain_Adenoid_75:100:+	101	Adenovirus:Type_5_Strain_Adenoid_75:811:-	5100	
Adenovirus:Type_5_Strain_Adenoid_75:101:+	102	Adenovirus:Type_5_Strain_Adenoid_75:812:-	5150	
Adenovirus:Type_5_Strain_Adenoid_75:102:+	103	Adenovirus:Type_5_Strain_Adenoid_75:813:-	5200	
Adenovirus:Type_5_Strain_Adenoid_75:103:+	104	Adenovirus:Type_5_Strain_Adenoid_75:814:-	5250	
Adenovirus:Type_5_Strain_Adenoid_75:104:+	105	Adenovirus:Type_5_Strain_Adenoid_75:815:-	5300	
Adenovirus:Type_5_Strain_Adenoid_75:105:+	106	Adenovirus:Type_5_Strain_Adenoid_75:816:-	5350	
Adenovirus:Type_5_Strain_Adenoid_75:106:+	107	Adenovirus:Type_5_Strain_Adenoid_75:817:-	5400	
Adenovirus:Type_5_Strain_Adenoid_75:107:+	108	Adenovirus:Type_5_Strain_Adenoid_75:818:-	5450	
Adenovirus:Type_5_Strain_Adenoid_75:108:+	109	Adenovirus:Type_5_Strain_Adenoid_75:819:-	5500	
Adenovirus:Type_5_Strain_Adenoid_75:109:+	110	Adenovirus:Type_5_Strain_Adenoid_75:820:-	5550	
Adenovirus:Type_5_Strain_Adenoid_75:110:+	111	Adenovirus:Type_5_Strain_Adenoid_75:821:-	5600	
Adenovirus:Type_5_Strain_Adenoid_75:111:+	112	Adenovirus:Type_5_Strain_Adenoid_75:822:-	5650	
Adenovirus:Type_5_Strain_Adenoid_75:112:+	113	Adenovirus:Type_5_Strain_Adenoid_75:823:-	5700	
Adenovirus:Type_5_Strain_Adenoid_75:113:+	114	Adenovirus:Type_5_Strain_Adenoid_75:824:-	5750	
Adenovirus:Type_5_Strain_Adenoid_75:114:+	115	Adenovirus:Type_5_Strain_Adenoid_75:825:-	5800	
Adenovirus:Type_5_Strain_Adenoid_75:115:+	116	Adenovirus:Type_5_Strain_Adenoid_75:826:-	5850	
Adenovirus:Type_5_Strain_Adenoid_75:116:+	117	Adenovirus:Type_5_Strain_Adenoid_75:827:-	5900	
Adenovirus:Type_5_Strain_Adenoid_75:117:+	118	Adenovirus:Type_5_Strain_Adenoid_75:828:-	5950	
Adenovirus:Type_5_Strain_Adenoid_75:118:+	119	Adenovirus:Type_5_Strain_Adenoid_75:829:-	6000	
Adenovirus:Type_5_Strain_Adenoid_75:119:+	120	Adenovirus:Type_5_Strain_Adenoid_75:830:-	6050	
Adenovirus:Type_5_Strain_Adenoid_75:120:+	121	Adenovirus:Type_5_Strain_Adenoid_75:831:-	6100	
Adenovirus:Type_5_Strain_Adenoid_75:121:+	122	Adenovirus:Type_5_Strain_Adenoid_75:832:-	6150	
Adenovirus:Type_5_Strain_Adenoid_75:122:+	123	Adenovirus:Type_5_Strain_Adenoid_75:833:-	6200	
Adenovirus:Type_5_Strain_Adenoid_75:123:+	124	Adenovirus:Type_5_Strain_Adenoid_75:834:-	6250	
Adenovirus:Type_5_Strain_Adenoid_75:124:+	125	Adenovirus:Type_5_Strain_Adenoid_75:835:-	6300	
Adenovirus:Type_5_Strain_Adenoid_75:125:+	126	Adenovirus:Type_5_Strain_Adenoid_75:836:-	6350	
Adenovirus:Type_5_Strain_Adenoid_75:126:+	127	Adenovirus:Type_5_Strain_Adenoid_75:837:-	6400	
Adenovirus:Type_5_Strain_Adenoid_75:127:+	128	Adenovirus:Type_5_Strain_Adenoid_75:838:-	6450	
Adenovirus:Type_5_Strain_Adenoid_75:128:+	129	Adenovirus:Type_5_Strain_Adenoid_75:839:-	6500	
Adenovirus:Type_5_Strain_Adenoid_75:129:+	130	Adenovirus:Type_5_Strain_Adenoid_75:840:-	6550	
Adenovirus:Type_5_Strain_Adenoid_75:130:+	131	Adenovirus:Type_5_Strain_Adenoid_75:841:-	6600	
Adenovirus:Type_5_Strain_Adenoid_75:131:+	132	Adenovirus:Type_5_Strain_Adenoid_75:842:-	6650	
Adenovirus:Type_5_Strain_Adenoid_75:132:+	133	Adenovirus:Type_5_Strain_Adenoid_75:843:-	6700	
Adenovirus:Type_5_Strain_Adenoid_75:133:+	134	Adenovirus:Type_5_Strain_Adenoid_75:844:-	6750	
Adenovirus:Type_5_Strain_Adenoid_75:134:+	135	Adenovirus:Type_5_Strain_Adenoid_75:845:-	6800	
Adenovirus:Type_5_Strain_Adenoid_75:135:+	136	Adenovirus:Type_5_Strain_Adenoid_75:846:-	6850	
Adenovirus:Type_5_Strain_Adenoid_75:136:+	137	Adenovirus:Type_5_Strain_Adenoid_75:847:-	6900	
Adenovirus:Type_5_Strain_Adenoid_75:137:+	138	Adenovirus:Type_5_Strain_Adenoid_75:848:-	6950	
Adenovirus:Type_5_Strain_Adenoid_75:138:+	139	Adenovirus:Type_5_Strain_Adenoid_75:849:-	7000	
Adenovirus:Type_5_Strain_Adenoid_75:139:+	140	Adenovirus:Type_5_Strain_Adenoid_75:850:-	7050	
Adenovirus:Type_5_Strain_Adenoid_75:140:+	141	Adenovirus:Type_5_Strain_Adenoid_75:851:-	7100	
Adenovirus:Type_5_Strain_Adenoid_75:141:+	142	Adenovirus:Type_5_Strain_Adenoid_75:852:-	7150	
Adenovirus:Type_5_Strain_Adenoid_75:142:+	143	Adenovirus:Type_5_Strain_Adenoid_75:853:-	7200	
Adenovirus:Type_5_Strain_Adenoid_75:143:+	144	Adenovirus:Type_5_Strain_Adenoid_75:854:-	7250	
Adenovirus:Type_5_Strain_Adenoid_75:144:+	145	Adenovirus:Type_5_Strain_Adenoid_75:855:-	7300	
Adenovirus:Type_5_Strain_Adenoid_75:145:+	146	Adenovirus:Type_5_Strain_Adenoid_75:856:-	7350	
Adenovirus:Type_5_Strain_Adenoid_75:146:+	147	Adenovirus:Type_5_Strain_Adenoid_75:857:-	7400	
Adenovirus:Type_5_Strain_Adenoid_75:147:+	148	Adenovirus:Type_5_Strain_Adenoid_75:858:-	7450	
Adenovirus:Type_5_Strain_Adenoid_75:148:+	149	Adenovirus:Type_5_Strain_Adenoid_75:859:-	7500	
Adenovirus:Type_5_Strain_Adenoid_75:149:+	150	Adenovirus:Type_5_Strain_Adenoid_75:860:-	7550	
Adenovirus:Type_5_Strain_Adenoid_75:150:+	151	Adenovirus:Type_5_Strain_Adenoid_75:861:-	7600	
Adenovirus:Type_5_Strain_Adenoid_75:151:+	152	Adenovirus:Type_5_Strain_Adenoid_75:862:-	7650	
Adenovirus:Type_5_Strain_Adenoid_75:152:+	153	Adenovirus:Type_5_Strain_Adenoid_75:863:-	7700	
Adenovirus:Type_5_Strain_Adenoid_75:153:+	154	Adenovirus:Type_5_Strain_Adenoid_75:864:-	7750	
Adenovirus:Type_5_Strain_Adenoid_75:154:+	155	Adenovirus:Type_5_Strain_Adenoid_75:865:-	7800	
Adenovirus:Type_5_Strain_Adenoid_75:155:+	156	Adenovirus:Type_5_Strain_Adenoid_75:866:-	7850	
Adenovirus:Type_5_Strain_Adenoid_75:156:+	157	Adenovirus:Type_5_Strain_Adenoid_75:867:-	7900	
Adenovirus:Type_5_Strain_Adenoid_75:157:+	158	Adenovirus:Type_5_Strain_Adenoid_75:868:-	7950	
Adenovirus:Type_5_Strain_Adenoid_75:158:+	159	Adenovirus:Type_5_Strain_Adenoid_75:869:-	8000	
Adenovirus:Type_5_Strain_Adenoid_75:159:+	160	Adenovirus:Type_5_Strain_Adenoid_75:870:-	8050	
Adenovirus:Type_5_Strain_Adenoid_75:160:+	161	Adenovirus:Type_5_Strain_Adenoid_75:871:-	8100	
Adenovirus:Type_5_Strain_Adenoid_75:161:+	162	Adenovirus:Type_5_Strain_Adenoid_75:872:-	8150	
Adenovirus:Type_5_Strain_Adenoid_75:162:+	163	Adenovirus:Type_5_Strain_Adenoid_75:873:-	8200	
Adenovirus:Type_5_Strain_Adenoid_75:163:+	164	Adenovirus:Type_5_Strain_Adenoid_75:874:-	8250	
Adenovirus:Type_5_Strain_Adenoid_75:164:+	165	Adenovirus:Type_5_Strain_Adenoid_75:875:-	8300	
Adenovirus:Type_5_Strain_Adenoid_75:165:+	166	Adenovirus:Type_5_Strain_Adenoid_75:876:-	8350	
Adenovirus:Type_5_Strain_Adenoid_75:166:+	167	Adenovirus:Type_5_Strain_Adenoid_75:877:-	8400	
Adenovirus:Type_5_Strain_Adenoid_75:167:+	168	Adenovirus:Type_5_Strain_Adenoid_75:878:-	8450	
Adenovirus:Type_5_Strain_Adenoid_75:168:+	169	Adenovirus:Type_5_Strain_Adenoid_75:879:-	8500	
Adenovirus:Type_5_Strain_Adenoid_75:169:+	170	Adenovirus:Type_5_Strain_Adenoid_75:880:-	8550	
Adenovirus:Type_5_Strain_Adenoid_75:170:+	171	Adenovirus:Type_5_Strain_Adenoid_75:881:-	8600	
Adenovirus:Type_5_Strain_Adenoid_75:171:+	172	Adenovirus:Type_5_Strain_Adenoid_75:882:-	8650	
Adenovirus:Type_5_Strain_Adenoid_75:172:+	173	Adenovirus:Type_5_Strain_Adenoid_75:883:-	8700	
Adenovirus:Type_5_Strain_Adenoid_75:173:+	174	Adenovirus:Type_5_Strain_Adenoid_75:884:-	8750	
Adenovirus:Type_5_Strain_Adenoid_75:174:+	175	Adenovirus:Type_5_Strain_Adenoid_75:885:-	8800	
Adenovirus:Type_5_Strain_Adenoid_75:175:+	176	Adenovirus:Type_5_Strain_Adenoid_75:886:-	8850	
Adenovirus:Type_5_Strain_Adenoid_75:176:+	177	Adenovirus:Type_5_Strain_Adenoid_75:887:-	8900	
Adenovirus:Type_5_Strain_Adenoid_75:177:+	178	Adenovirus:Type_5_Strain_Adenoid_75:888:-	8950	
Adenovirus:Type_5_Strain_Adenoid_75:178:+	179	Adenovirus:Type_5_Strain_Adenoid_75:889:-	9000	
Adenovirus:Type_5_Strain_Adenoid_75:179:+	180	Adenovirus:Type_5_Strain_Adenoid_75:890:-	9050	
Adenovirus:Type_5_Strain_Adenoid_75:180:+	181	Adenovirus:Type_5_Strain_Adenoid_75:891:-	9100	
Adenovirus:Type_5_Strain_Adenoid_75:181:+	182	Adenovirus:Type_5_Strain_Adenoid_75:892:-	9150	
Adenovirus:Type_5_Strain_Adenoid_75:182:+	183	Adenovirus:Type_5_Strain_Adenoid_75:893:-	9200	
Adenovirus:Type_5_Strain_Adenoid_75:183:+	184	Adenovirus:Type_5_Strain_Adenoid_75:894:-	9250	
Adenovirus:Type_5_Strain_Adenoid_75:184:+	185	Adenovirus:Type_5_Strain_Adenoid_75:895:-	9300	
Adenovirus:Type_5_Strain_Adenoid_75:185:+	186	Adenovirus:Type_5_Strain_Adenoid_75:896:-	9350	
Adenovirus:Type_5_Strain_Adenoid_75:186:+	187	Adenovirus:Type_5_Strain_Adenoid_75:897:-	9400	
Adenovirus:Type_5_Strain_Adenoid_75:187:+	188	Adenovirus:Type_5_Strain_Adenoid_75:898:-	9450	
Adenovirus:Type_5_Strain_Adenoid_75:188:+	189	Adenovirus:Type_5_Strain_Adenoid_75:899:-	9500	
Adenovirus:Type_5_Strain_Adenoid_75:189:+	190	Adenovirus:Type_5_Strain_Adenoid_75:900:-	9550	
Adenovirus:Type_5_Strain_Adenoid_75:190:+	191	Adenovirus:Type_5_Strain_Adenoid_75:901:-	9600	
Adenovirus:Type_5_Strain_Adenoid_75:191:+	192	Adenovirus:Type_5_Strain_Adenoid_75:902:-	9650	
Adenovirus:Type_5_Strain_Adenoid_75:192:+	193	Adenovirus:Type_5_Strain_Adenoid_75:903:-	9700	
Adenovirus:Type_5_Strain_Adenoid_75:193:+	194	Adenovirus:Type_5_Strain_Adenoid_75:904:-	9750	
Adenovirus:Type_5_Strain_Adenoid_75:194:+	195	Adenovirus:Type_5_Strain_Adenoid_75:905:-	9800	
Adenovirus:Type_5_Strain_Adenoid_75:195:+	196	Adenovirus:Type_5_Strain_Adenoid_75:906:-	9850	
Adenovirus:Type_5_Strain_Adenoid_75:196:+	197	Adenovirus:Type_5_Strain_Adenoid_75:907:-	9900	
Adenovirus:Type_5_Strain_Adenoid_75:197:+	198	Adenovirus:Type_5_Strain_Adenoid_75:908:-	9950	
Adenovirus:Type_5_Strain_Adenoid_75:198:+	199	Adenovirus:Type_5_Strain_Adenoid_75:909:-	10000	
Adenovirus:Type_5_Strain_Adenoid_75:199:+	200	Adenovirus:Type_5_Strain_Adenoid_75:910:-	10050	
Adenovirus:Type_5_Strain_Adenoid_75:200:+	201	Adenovirus:Type_5_Strain_Adenoid_75:911:-	10100	
Adenovirus:Type_5_Strain_Adenoid_75:201:+	202	Adenovirus:Type_5_Strain_Adenoid_75:912:-	10150	
Adenovirus:Type_5_Strain_Adenoid_75:202:+	203	Adenovirus:Type_5_Strain_Adenoid_75:913:-	10200	
Adenovirus:Type_5_Strain_Adenoid_75:203:+	204	Adenovirus:Type_5_Strain_Adenoid_75:914:-	10250	
Adenovirus:Type_5_Strain_Adenoid_75:204:+	205	Adenovirus:Type_5_Strain_Adenoid_75:915:-	10300	
Adenovirus:Type_5_Strain_Adenoid_75:205:+	206	Adenovirus:Type_5_Strain_Adenoid_75:916:-	10350	
Adenovirus:Type_5_Strain_Adenoid_75:206:+	207	Adenovirus:Type_5_Strain_Adenoid_75:917:-	10400	
Adenovirus:Type_5_Strain_Adenoid_75:207:+	208	Adenovirus:Type_5_Strain_Adenoid_75:918:-	10450	
Adenovirus:Type_5_Strain_Adenoid_75:208:+	209	Adenovirus:Type_5_Strain_Adenoid_75:919:-	10500	
Adenovirus:Type_5_Strain_Adenoid_75:209:+	210	Adenovirus:Type_5_Strain_Adenoid_75:920:-	10550	
Adenovirus:Type_5_Strain_Adenoid_75:210:+	211	Adenovirus:Type_5_Strain_Adenoid_75:921:-	10600	
Adenovirus:Type_5_Strain_Adenoid_75:211:+	212	Adenovirus:Type_5_Strain_Adenoid_75:922:-	10650	
Adenovirus:Type_5_Strain_Adenoid_75:212:+	213	Adenovirus:Type_5_Strain_Adenoid_75:923:-	10700	
Adenovirus:Type_5_Strain_Adenoid_75:213:+	214	Adenovirus:Type_5_Strain_Adenoid_75:924:-	10750	
Adenovirus:Type_5_Strain_Adenoid_75:214:+	215	Adenovirus:Type_5_Strain_Adenoid_75:925:-	10800	
Adenovirus:Type_5_Strain_Adenoid_75:215:+	216	Adenovirus:Type_5_Strain_Adenoid_75:926:-	10850	
Adenovirus:Type_5_Strain_Adenoid_75:216:+	217	Adenovirus:Type_5_Strain_Adenoid_75:927:-	10900	
Adenovirus:Type_5_Strain_Adenoid_75:217:+	218	Adenovirus:Type_5_Strain_Adenoid_75:928:-	10950	
Adenovirus:Type_5_Strain_Adenoid_75:218:+	219	Adenovirus:Type_5_Strain_Adenoid_75:929:-	11000	
Adenovirus:Type_5_Strain_Adenoid_75:219:+	220	Adenovirus:Type_5_Strain_Adenoid_75:930:-	11050	
Adenovirus:Type_5_Strain_Adenoid_75:220:+	221	Adenovirus:Type_5_Strain_Adenoid_75:931:-	11100	
Adenovirus:Type_5_Strain_Adenoid_75:221:+	222	Adenovirus:Type_5_Strain_Adenoid_75:932:-	11150	
Adenovirus:Type_5_Strain_Adenoid_75:222:+	223	Adenovirus:Type_5_Strain_Adenoid_75:933:-	11200	
Adenovirus:Type_5_Strain_Adenoid_75:223:+	224	Adenovirus:Type_5_Strain_Adenoid_75:934:-	11250	
Adenovirus:Type_5_Strain_Adenoid_75:224:+	225	Adenovirus:Type_5_Strain_Adenoid_75:935:-	11300	
