sense	number	antisense	bp
Adenovirus:Type_3_Strain_GB:42:+	42	Adenovirus:Type_3_Strain_GB:746:-	2150
Adenovirus:Type_3_Strain_GB:43:+	43	Adenovirus:Type_3_Strain_GB:747:-	2200
Adenovirus:Type_3_Strain_GB:44:+	44	Adenovirus:Type_3_Strain_GB:748:-	2250
Adenovirus:Type_3_Strain_GB:45:+	45	Adenovirus:Type_3_Strain_GB:749:-	2300
Adenovirus:Type_3_Strain_GB:46:+	46	Adenovirus:Type_3_Strain_GB:750:-	2350
Adenovirus:Type_3_Strain_GB:47:+	47	Adenovirus:Type_3_Strain_GB:751:-	2400
Adenovirus:Type_3_Strain_GB:48:+	48	Adenovirus:Type_3_Strain_GB:752:-	2450
Adenovirus:Type_3_Strain_GB:49:+	49	Adenovirus:Type_3_Strain_GB:753:-	2500
Adenovirus:Type_3_Strain_GB:50:+	50	Adenovirus:Type_3_Strain_GB:754:-	2550
Adenovirus:Type_3_Strain_GB:51:+	51	Adenovirus:Type_3_Strain_GB:755:-	2600
Adenovirus:Type_3_Strain_GB:52:+	52	Adenovirus:Type_3_Strain_GB:756:-	2650
Adenovirus:Type_3_Strain_GB:53:+	53	Adenovirus:Type_3_Strain_GB:757:-	2700
Adenovirus:Type_3_Strain_GB:54:+	54	Adenovirus:Type_3_Strain_GB:758:-	2750
Adenovirus:Type_3_Strain_GB:55:+	55	Adenovirus:Type_3_Strain_GB:759:-	2800
Adenovirus:Type_3_Strain_GB:56:+	56	Adenovirus:Type_3_Strain_GB:760:-	2850
Adenovirus:Type_3_Strain_GB:57:+	57	Adenovirus:Type_3_Strain_GB:761:-	2900
Adenovirus:Type_3_Strain_GB:58:+	58	Adenovirus:Type_3_Strain_GB:762:-	2950
Adenovirus:Type_3_Strain_GB:59:+	59	Adenovirus:Type_3_Strain_GB:763:-	3000
Adenovirus:Type_3_Strain_GB:60:+	60	Adenovirus:Type_3_Strain_GB:764:-	3050
Adenovirus:Type_3_Strain_GB:61:+	61	Adenovirus:Type_3_Strain_GB:765:-	3100
Adenovirus:Type_3_Strain_GB:62:+	62	Adenovirus:Type_3_Strain_GB:766:-	3150
Adenovirus:Type_3_Strain_GB:63:+	63	Adenovirus:Type_3_Strain_GB:767:-	3200
Adenovirus:Type_3_Strain_GB:64:+	64	Adenovirus:Type_3_Strain_GB:768:-	3250
Adenovirus:Type_3_Strain_GB:65:+	65	Adenovirus:Type_3_Strain_GB:769:-	3300
Adenovirus:Type_3_Strain_GB:66:+	66	Adenovirus:Type_3_Strain_GB:770:-	3350
Adenovirus:Type_3_Strain_GB:67:+	67	Adenovirus:Type_3_Strain_GB:771:-	3400
Adenovirus:Type_3_Strain_GB:68:+	68	Adenovirus:Type_3_Strain_GB:772:-	3450
Adenovirus:Type_3_Strain_GB:69:+	69	Adenovirus:Type_3_Strain_GB:773:-	3500
Adenovirus:Type_3_Strain_GB:70:+	70	Adenovirus:Type_3_Strain_GB:774:-	3550
Adenovirus:Type_3_Strain_GB:71:+	71	Adenovirus:Type_3_Strain_GB:775:-	3600
Adenovirus:Type_3_Strain_GB:72:+	72	Adenovirus:Type_3_Strain_GB:776:-	3650
Adenovirus:Type_3_Strain_GB:73:+	73	Adenovirus:Type_3_Strain_GB:777:-	3700
Adenovirus:Type_3_Strain_GB:74:+	74	Adenovirus:Type_3_Strain_GB:778:-	3750
Adenovirus:Type_3_Strain_GB:75:+	75	Adenovirus:Type_3_Strain_GB:779:-	3800
Adenovirus:Type_3_Strain_GB:76:+	76	Adenovirus:Type_3_Strain_GB:780:-	3850
Adenovirus:Type_3_Strain_GB:77:+	77	Adenovirus:Type_3_Strain_GB:781:-	3900
Adenovirus:Type_3_Strain_GB:78:+	78	Adenovirus:Type_3_Strain_GB:782:-	3950
Adenovirus:Type_3_Strain_GB:79:+	79	Adenovirus:Type_3_Strain_GB:783:-	4000
Adenovirus:Type_3_Strain_GB:80:+	80	Adenovirus:Type_3_Strain_GB:784:-	4050
Adenovirus:Type_3_Strain_GB:81:+	81	Adenovirus:Type_3_Strain_GB:785:-	4100
Adenovirus:Type_3_Strain_GB:82:+	82	Adenovirus:Type_3_Strain_GB:786:-	4150
Adenovirus:Type_3_Strain_GB:83:+	83	Adenovirus:Type_3_Strain_GB:787:-	4200
Adenovirus:Type_3_Strain_GB:84:+	84	Adenovirus:Type_3_Strain_GB:788:-	4250
Adenovirus:Type_3_Strain_GB:85:+	85	Adenovirus:Type_3_Strain_GB:789:-	4300
Adenovirus:Type_3_Strain_GB:86:+	86	Adenovirus:Type_3_Strain_GB:790:-	4350
Adenovirus:Type_3_Strain_GB:87:+	87	Adenovirus:Type_3_Strain_GB:791:-	4400
Adenovirus:Type_3_Strain_GB:88:+	88	Adenovirus:Type_3_Strain_GB:792:-	4450
Adenovirus:Type_3_Strain_GB:89:+	89	Adenovirus:Type_3_Strain_GB:793:-	4500
Adenovirus:Type_3_Strain_GB:90:+	90	Adenovirus:Type_3_Strain_GB:794:-	4550
Adenovirus:Type_3_Strain_GB:91:+	91	Adenovirus:Type_3_Strain_GB:795:-	4600
Adenovirus:Type_3_Strain_GB:92:+	92	Adenovirus:Type_3_Strain_GB:796:-	4650
Adenovirus:Type_3_Strain_GB:93:+	93	Adenovirus:Type_3_Strain_GB:797:-	4700
Adenovirus:Type_3_Strain_GB:94:+	94	Adenovirus:Type_3_Strain_GB:798:-	4750
Adenovirus:Type_3_Strain_GB:95:+	95	Adenovirus:Type_3_Strain_GB:799:-	4800
Adenovirus:Type_3_Strain_GB:96:+	96	Adenovirus:Type_3_Strain_GB:800:-	4850
Adenovirus:Type_3_Strain_GB:97:+	97	Adenovirus:Type_3_Strain_GB:801:-	4900
Adenovirus:Type_3_Strain_GB:98:+	98	Adenovirus:Type_3_Strain_GB:802:-	4950
Adenovirus:Type_3_Strain_GB:99:+	99	Adenovirus:Type_3_Strain_GB:803:-	5000
Adenovirus:Type_3_Strain_GB:100:+	100	Adenovirus:Type_3_Strain_GB:804:-	5050
Adenovirus:Type_3_Strain_GB:101:+	101	Adenovirus:Type_3_Strain_GB:805:-	5100
Adenovirus:Type_3_Strain_GB:102:+	102	Adenovirus:Type_3_Strain_GB:806:-	5150
Adenovirus:Type_3_Strain_GB:103:+	103	Adenovirus:Type_3_Strain_GB:807:-	5200
Adenovirus:Type_3_Strain_GB:104:+	104	Adenovirus:Type_3_Strain_GB:808:-	5250
Adenovirus:Type_3_Strain_GB:105:+	105	Adenovirus:Type_3_Strain_GB:809:-	5300
Adenovirus:Type_3_Strain_GB:106:+	106	Adenovirus:Type_3_Strain_GB:810:-	5350
Adenovirus:Type_3_Strain_GB:107:+	107	Adenovirus:Type_3_Strain_GB:811:-	5400
Adenovirus:Type_3_Strain_GB:108:+	108	Adenovirus:Type_3_Strain_GB:812:-	5450
Adenovirus:Type_3_Strain_GB:109:+	109	Adenovirus:Type_3_Strain_GB:813:-	5500
Adenovirus:Type_3_Strain_GB:110:+	110	Adenovirus:Type_3_Strain_GB:814:-	5550
Adenovirus:Type_3_Strain_GB:111:+	111	Adenovirus:Type_3_Strain_GB:815:-	5600
Adenovirus:Type_3_Strain_GB:112:+	112	Adenovirus:Type_3_Strain_GB:816:-	5650
Adenovirus:Type_3_Strain_GB:113:+	113	Adenovirus:Type_3_Strain_GB:817:-	5700
Adenovirus:Type_3_Strain_GB:114:+	114	Adenovirus:Type_3_Strain_GB:818:-	5750
Adenovirus:Type_3_Strain_GB:115:+	115	Adenovirus:Type_3_Strain_GB:819:-	5800
Adenovirus:Type_3_Strain_GB:116:+	116	Adenovirus:Type_3_Strain_GB:820:-	5850
Adenovirus:Type_3_Strain_GB:117:+	117	Adenovirus:Type_3_Strain_GB:821:-	5900
Adenovirus:Type_3_Strain_GB:118:+	118	Adenovirus:Type_3_Strain_GB:822:-	5950
Adenovirus:Type_3_Strain_GB:119:+	119	Adenovirus:Type_3_Strain_GB:823:-	6000
Adenovirus:Type_3_Strain_GB:120:+	120	Adenovirus:Type_3_Strain_GB:824:-	6050
Adenovirus:Type_3_Strain_GB:121:+	121	Adenovirus:Type_3_Strain_GB:825:-	6100
Adenovirus:Type_3_Strain_GB:122:+	122	Adenovirus:Type_3_Strain_GB:826:-	6150
Adenovirus:Type_3_Strain_GB:123:+	123	Adenovirus:Type_3_Strain_GB:827:-	6200
Adenovirus:Type_3_Strain_GB:124:+	124	Adenovirus:Type_3_Strain_GB:828:-	6250
Adenovirus:Type_3_Strain_GB:125:+	125	Adenovirus:Type_3_Strain_GB:829:-	6300
Adenovirus:Type_3_Strain_GB:126:+	126	Adenovirus:Type_3_Strain_GB:830:-	6350
Adenovirus:Type_3_Strain_GB:127:+	127	Adenovirus:Type_3_Strain_GB:831:-	6400
Adenovirus:Type_3_Strain_GB:128:+	128	Adenovirus:Type_3_Strain_GB:832:-	6450
Adenovirus:Type_3_Strain_GB:129:+	129	Adenovirus:Type_3_Strain_GB:833:-	6500
Adenovirus:Type_3_Strain_GB:130:+	130	Adenovirus:Type_3_Strain_GB:834:-	6550
Adenovirus:Type_3_Strain_GB:131:+	131	Adenovirus:Type_3_Strain_GB:835:-	6600
Adenovirus:Type_3_Strain_GB:132:+	132	Adenovirus:Type_3_Strain_GB:836:-	6650
Adenovirus:Type_3_Strain_GB:133:+	133	Adenovirus:Type_3_Strain_GB:837:-	6700
Adenovirus:Type_3_Strain_GB:134:+	134	Adenovirus:Type_3_Strain_GB:838:-	6750
Adenovirus:Type_3_Strain_GB:135:+	135	Adenovirus:Type_3_Strain_GB:839:-	6800
Adenovirus:Type_3_Strain_GB:136:+	136	Adenovirus:Type_3_Strain_GB:840:-	6850
Adenovirus:Type_3_Strain_GB:137:+	137	Adenovirus:Type_3_Strain_GB:841:-	6900
Adenovirus:Type_3_Strain_GB:138:+	138	Adenovirus:Type_3_Strain_GB:842:-	6950
Adenovirus:Type_3_Strain_GB:139:+	139	Adenovirus:Type_3_Strain_GB:843:-	7000
Adenovirus:Type_3_Strain_GB:140:+	140	Adenovirus:Type_3_Strain_GB:844:-	7050
Adenovirus:Type_3_Strain_GB:141:+	141	Adenovirus:Type_3_Strain_GB:845:-	7100
Adenovirus:Type_3_Strain_GB:142:+	142	Adenovirus:Type_3_Strain_GB:846:-	7150
Adenovirus:Type_3_Strain_GB:143:+	143	Adenovirus:Type_3_Strain_GB:847:-	7200
Adenovirus:Type_3_Strain_GB:144:+	144	Adenovirus:Type_3_Strain_GB:848:-	7250
Adenovirus:Type_3_Strain_GB:145:+	145	Adenovirus:Type_3_Strain_GB:849:-	7300
Adenovirus:Type_3_Strain_GB:146:+	146	Adenovirus:Type_3_Strain_GB:850:-	7350
Adenovirus:Type_3_Strain_GB:147:+	147	Adenovirus:Type_3_Strain_GB:851:-	7400
Adenovirus:Type_3_Strain_GB:148:+	148	Adenovirus:Type_3_Strain_GB:852:-	7450
Adenovirus:Type_3_Strain_GB:149:+	149	Adenovirus:Type_3_Strain_GB:853:-	7500
Adenovirus:Type_3_Strain_GB:150:+	150	Adenovirus:Type_3_Strain_GB:854:-	7550
Adenovirus:Type_3_Strain_GB:151:+	151	Adenovirus:Type_3_Strain_GB:855:-	7600
Adenovirus:Type_3_Strain_GB:152:+	152	Adenovirus:Type_3_Strain_GB:856:-	7650
Adenovirus:Type_3_Strain_GB:153:+	153	Adenovirus:Type_3_Strain_GB:857:-	7700
Adenovirus:Type_3_Strain_GB:154:+	154	Adenovirus:Type_3_Strain_GB:858:-	7750
Adenovirus:Type_3_Strain_GB:155:+	155	Adenovirus:Type_3_Strain_GB:859:-	7800
Adenovirus:Type_3_Strain_GB:156:+	156	Adenovirus:Type_3_Strain_GB:860:-	7850
Adenovirus:Type_3_Strain_GB:157:+	157	Adenovirus:Type_3_Strain_GB:861:-	7900
Adenovirus:Type_3_Strain_GB:158:+	158	Adenovirus:Type_3_Strain_GB:862:-	7950
Adenovirus:Type_3_Strain_GB:159:+	159	Adenovirus:Type_3_Strain_GB:863:-	8000
Adenovirus:Type_3_Strain_GB:160:+	160	Adenovirus:Type_3_Strain_GB:864:-	8050
Adenovirus:Type_3_Strain_GB:161:+	161	Adenovirus:Type_3_Strain_GB:865:-	8100
Adenovirus:Type_3_Strain_GB:162:+	162	Adenovirus:Type_3_Strain_GB:866:-	8150
Adenovirus:Type_3_Strain_GB:163:+	163	Adenovirus:Type_3_Strain_GB:867:-	8200
Adenovirus:Type_3_Strain_GB:164:+	164	Adenovirus:Type_3_Strain_GB:868:-	8250
Adenovirus:Type_3_Strain_GB:165:+	165	Adenovirus:Type_3_Strain_GB:869:-	8300
Adenovirus:Type_3_Strain_GB:166:+	166	Adenovirus:Type_3_Strain_GB:870:-	8350
Adenovirus:Type_3_Strain_GB:167:+	167	Adenovirus:Type_3_Strain_GB:871:-	8400
Adenovirus:Type_3_Strain_GB:168:+	168	Adenovirus:Type_3_Strain_GB:872:-	8450
Adenovirus:Type_3_Strain_GB:169:+	169	Adenovirus:Type_3_Strain_GB:873:-	8500
Adenovirus:Type_3_Strain_GB:170:+	170	Adenovirus:Type_3_Strain_GB:874:-	8550
Adenovirus:Type_3_Strain_GB:171:+	171	Adenovirus:Type_3_Strain_GB:875:-	8600
Adenovirus:Type_3_Strain_GB:172:+	172	Adenovirus:Type_3_Strain_GB:876:-	8650
Adenovirus:Type_3_Strain_GB:173:+	173	Adenovirus:Type_3_Strain_GB:877:-	8700
Adenovirus:Type_3_Strain_GB:174:+	174	Adenovirus:Type_3_Strain_GB:878:-	8750
Adenovirus:Type_3_Strain_GB:175:+	175	Adenovirus:Type_3_Strain_GB:879:-	8800
Adenovirus:Type_3_Strain_GB:176:+	176	Adenovirus:Type_3_Strain_GB:880:-	8850
Adenovirus:Type_3_Strain_GB:177:+	177	Adenovirus:Type_3_Strain_GB:881:-	8900
Adenovirus:Type_3_Strain_GB:178:+	178	Adenovirus:Type_3_Strain_GB:882:-	8950
Adenovirus:Type_3_Strain_GB:179:+	179	Adenovirus:Type_3_Strain_GB:883:-	9000
Adenovirus:Type_3_Strain_GB:180:+	180	Adenovirus:Type_3_Strain_GB:884:-	9050
Adenovirus:Type_3_Strain_GB:181:+	181	Adenovirus:Type_3_Strain_GB:885:-	9100
Adenovirus:Type_3_Strain_GB:182:+	182	Adenovirus:Type_3_Strain_GB:886:-	9150
Adenovirus:Type_3_Strain_GB:183:+	183	Adenovirus:Type_3_Strain_GB:887:-	9200
Adenovirus:Type_3_Strain_GB:184:+	184	Adenovirus:Type_3_Strain_GB:888:-	9250
Adenovirus:Type_3_Strain_GB:185:+	185	Adenovirus:Type_3_Strain_GB:889:-	9300
Adenovirus:Type_3_Strain_GB:186:+	186	Adenovirus:Type_3_Strain_GB:890:-	9350
Adenovirus:Type_3_Strain_GB:187:+	187	Adenovirus:Type_3_Strain_GB:891:-	9400
Adenovirus:Type_3_Strain_GB:188:+	188	Adenovirus:Type_3_Strain_GB:892:-	9450
Adenovirus:Type_3_Strain_GB:189:+	189	Adenovirus:Type_3_Strain_GB:893:-	9500
Adenovirus:Type_3_Strain_GB:190:+	190	Adenovirus:Type_3_Strain_GB:894:-	9550
Adenovirus:Type_3_Strain_GB:191:+	191	Adenovirus:Type_3_Strain_GB:895:-	9600
Adenovirus:Type_3_Strain_GB:192:+	192	Adenovirus:Type_3_Strain_GB:896:-	9650
Adenovirus:Type_3_Strain_GB:193:+	193	Adenovirus:Type_3_Strain_GB:897:-	9700
Adenovirus:Type_3_Strain_GB:194:+	194	Adenovirus:Type_3_Strain_GB:898:-	9750
Adenovirus:Type_3_Strain_GB:195:+	195	Adenovirus:Type_3_Strain_GB:899:-	9800
Adenovirus:Type_3_Strain_GB:196:+	196	Adenovirus:Type_3_Strain_GB:900:-	9850
Adenovirus:Type_3_Strain_GB:197:+	197	Adenovirus:Type_3_Strain_GB:901:-	9900
Adenovirus:Type_3_Strain_GB:198:+	198	Adenovirus:Type_3_Strain_GB:902:-	9950
Adenovirus:Type_3_Strain_GB:199:+	199	Adenovirus:Type_3_Strain_GB:903:-	10000
Adenovirus:Type_3_Strain_GB:200:+	200	Adenovirus:Type_3_Strain_GB:904:-	10050
Adenovirus:Type_3_Strain_GB:201:+	201	Adenovirus:Type_3_Strain_GB:905:-	10100
Adenovirus:Type_3_Strain_GB:202:+	202	Adenovirus:Type_3_Strain_GB:906:-	10150
Adenovirus:Type_3_Strain_GB:203:+	203	Adenovirus:Type_3_Strain_GB:907:-	10200
Adenovirus:Type_3_Strain_GB:204:+	204	Adenovirus:Type_3_Strain_GB:908:-	10250
Adenovirus:Type_3_Strain_GB:205:+	205	Adenovirus:Type_3_Strain_GB:909:-	10300
Adenovirus:Type_3_Strain_GB:206:+	206	Adenovirus:Type_3_Strain_GB:910:-	10350
Adenovirus:Type_3_Strain_GB:207:+	207	Adenovirus:Type_3_Strain_GB:911:-	10400
Adenovirus:Type_3_Strain_GB:208:+	208	Adenovirus:Type_3_Strain_GB:912:-	10450
Adenovirus:Type_3_Strain_GB:209:+	209	Adenovirus:Type_3_Strain_GB:913:-	10500
Adenovirus:Type_3_Strain_GB:210:+	210	Adenovirus:Type_3_Strain_GB:914:-	10550
Adenovirus:Type_3_Strain_GB:211:+	211	Adenovirus:Type_3_Strain_GB:915:-	10600
Adenovirus:Type_3_Strain_GB:212:+	212	Adenovirus:Type_3_Strain_GB:916:-	10650
Adenovirus:Type_3_Strain_GB:213:+	213	Adenovirus:Type_3_Strain_GB:917:-	10700
Adenovirus:Type_3_Strain_GB:214:+	214	Adenovirus:Type_3_Strain_GB:918:-	10750
Adenovirus:Type_3_Strain_GB:215:+	215	Adenovirus:Type_3_Strain_GB:919:-	10800
Adenovirus:Type_3_Strain_GB:216:+	216	Adenovirus:Type_3_Strain_GB:920:-	10850
Adenovirus:Type_3_Strain_GB:217:+	217	Adenovirus:Type_3_Strain_GB:921:-	10900
Adenovirus:Type_3_Strain_GB:218:+	218	Adenovirus:Type_3_Strain_GB:922:-	10950
Adenovirus:Type_3_Strain_GB:219:+	219	Adenovirus:Type_3_Strain_GB:923:-	11000
Adenovirus:Type_3_Strain_GB:220:+	220	Adenovirus:Type_3_Strain_GB:924:-	11050
Adenovirus:Type_3_Strain_GB:221:+	221	Adenovirus:Type_3_Strain_GB:925:-	11100
Adenovirus:Type_3_Strain_GB:222:+	222	Adenovirus:Type_3_Strain_GB:926:-	11150
Adenovirus:Type_3_Strain_GB:223:+	223	Adenovirus:Type_3_Strain_GB:927:-	11200
Adenovirus:Type_3_Strain_GB:224:+	224	Adenovirus:Type_3_Strain_GB:928:-	11250
Adenovirus:Type_3_Strain_GB:225:+	225	Adenovirus:Type_3_Strain_GB:929:-	11300
Adenovirus:Type_3_Strain_GB:226:+	226	Adenovirus:Type_3_Strain_GB:930:-	11350
Adenovirus:Type_3_Strain_GB:227:+	227	Adenovirus:Type_3_Strain_GB:931:-	11400
Adenovirus:Type_3_Strain_GB:228:+	228	Adenovirus:Type_3_Strain_GB:932:-	11450
Adenovirus:Type_3_Strain_GB:229:+	229	Adenovirus:Type_3_Strain_GB:933:-	11500
Adenovirus:Type_3_Strain_GB:230:+	230	Adenovirus:Type_3_Strain_GB:934:-	11550
Adenovirus:Type_3_Strain_GB:231:+	231	Adenovirus:Type_3_Strain_GB:935:-	11600
Adenovirus:Type_3_Strain_GB:232:+	232	Adenovirus:Type_3_Strain_GB:936:-	11650
Adenovirus:Type_3_Strain_GB:233:+	233	Adenovirus:Type_3_Strain_GB:937:-	11700
Adenovirus:Type_3_Strain_GB:234:+	234	Adenovirus:Type_3_Strain_GB:938:-	11750
Adenovirus:Type_3_Strain_GB:235:+	235	Adenovirus:Type_3_Strain_GB:939:-	11800
Adenovirus:Type_3_Strain_GB:236:+	236	Adenovirus:Type_3_Strain_GB:940:-	11850
Adenovirus:Type_3_Strain_GB:237:+	237	Adenovirus:Type_3_Strain_GB:941:-	11900
Adenovirus:Type_3_Strain_GB:238:+	238	Adenovirus:Type_3_Strain_GB:942:-	11950
Adenovirus:Type_3_Strain_GB:239:+	239	Adenovirus:Type_3_Strain_GB:943:-	12000
Adenovirus:Type_3_Strain_GB:240:+	240	Adenovirus:Type_3_Strain_GB:944:-	12050
Adenovirus:Type_3_Strain_GB:241:+	241	Adenovirus:Type_3_Strain_GB:945:-	12100
Adenovirus:Type_3_Strain_GB:242:+	242	Adenovirus:Type_3_Strain_GB:946:-	12150
Adenovirus:Type_3_Strain_GB:243:+	243	Adenovirus:Type_3_Strain_GB:947:-	12200
Adenovirus:Type_3_Strain_GB:244:+	244	Adenovirus:Type_3_Strain_GB:948:-	12250
Adenovirus:Type_3_Strain_GB:245:+	245	Adenovirus:Type_3_Strain_GB:949:-	12300
Adenovirus:Type_3_Strain_GB:246:+	246	Adenovirus:Type_3_Strain_GB:950:-	12350
Adenovirus:Type_3_Strain_GB:247:+	247	Adenovirus:Type_3_Strain_GB:951:-	12400
Adenovirus:Type_3_Strain_GB:248:+	248	Adenovirus:Type_3_Strain_GB:952:-	12450
Adenovirus:Type_3_Strain_GB:249:+	249	Adenovirus:Type_3_Strain_GB:953:-	12500
Adenovirus:Type_3_Strain_GB:250:+	250	Adenovirus:Type_3_Strain_GB:954:-	12550
Adenovirus:Type_3_Strain_GB:251:+	251	Adenovirus:Type_3_Strain_GB:955:-	12600
Adenovirus:Type_3_Strain_GB:252:+	252	Adenovirus:Type_3_Strain_GB:956:-	12650
Adenovirus:Type_3_Strain_GB:253:+	253	Adenovirus:Type_3_Strain_GB:957:-	12700
Adenovirus:Type_3_Strain_GB:254:+	254	Adenovirus:Type_3_Strain_GB:958:-	12750
Adenovirus:Type_3_Strain_GB:255:+	255	Adenovirus:Type_3_Strain_GB:959:-	12800
Adenovirus:Type_3_Strain_GB:256:+	256	Adenovirus:Type_3_Strain_GB:960:-	12850
Adenovirus:Type_3_Strain_GB:257:+	257	Adenovirus:Type_3_Strain_GB:961:-	12900
Adenovirus:Type_3_Strain_GB:258:+	258	Adenovirus:Type_3_Strain_GB:962:-	12950
Adenovirus:Type_3_Strain_GB:259:+	259	Adenovirus:Type_3_Strain_GB:963:-	13000
Adenovirus:Type_3_Strain_GB:260:+	260	Adenovirus:Type_3_Strain_GB:964:-	13050
Adenovirus:Type_3_Strain_GB:261:+	261	Adenovirus:Type_3_Strain_GB:965:-	13100
Adenovirus:Type_3_Strain_GB:262:+	262	Adenovirus:Type_3_Strain_GB:966:-	13150
Adenovirus:Type_3_Strain_GB:263:+	263	Adenovirus:Type_3_Strain_GB:967:-	13200
Adenovirus:Type_3_Strain_GB:264:+	264	Adenovirus:Type_3_Strain_GB:968:-	13250
Adenovirus:Type_3_Strain_GB:265:+	265	Adenovirus:Type_3_Strain_GB:969:-	13300
Adenovirus:Type_3_Strain_GB:266:+	266	Adenovirus:Type_3_Strain_GB:970:-	13350
Adenovirus:Type_3_Strain_GB:267:+	267	Adenovirus:Type_3_Strain_GB:971:-	13400
Adenovirus:Type_3_Strain_GB:268:+	268	Adenovirus:Type_3_Strain_GB:972:-	13450
Adenovirus:Type_3_Strain_GB:269:+	269	Adenovirus:Type_3_Strain_GB:973:-	13500
Adenovirus:Type_3_Strain_GB:270:+	270	Adenovirus:Type_3_Strain_GB:974:-	13550
Adenovirus:Type_3_Strain_GB:271:+	271	Adenovirus:Type_3_Strain_GB:975:-	13600
Adenovirus:Type_3_Strain_GB:272:+	272	Adenovirus:Type_3_Strain_GB:976:-	13650
Adenovirus:Type_3_Strain_GB:273:+	273	Adenovirus:Type_3_Strain_GB:977:-	13700
Adenovirus:Type_3_Strain_GB:274:+	274	Adenovirus:Type_3_Strain_GB:978:-	13750
